,Facility ID,Facility Name,Hospital overall rating
2869,281302,PAWNEE COUNTY MEMORIAL HOSPITAL,-1
2870,281303,NIOBRARA VALLEY HOSPITAL,-1
2871,281304,THAYER COUNTY HEALTH SERVICES,-1
2872,281305,KIMBALL HEALTH SERVICES,-1
2873,281306,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,-1
2874,281307,SAUNDERS MEDICAL CENTER,-1
2875,281308,HENDERSON HEALTH CARE SERVICES,-1
2876,281309,SYRACUSE AREA HEALTH,-1
2877,281310,REGIONAL WEST GARDEN COUNTY HOSPITAL,-1
2878,281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,-1
2879,281312,GENOA COMMUNITY HOSPITAL,-1
2880,281313,GOTHENBURG HEALTH,-1
2881,281314,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,-1
2882,281315,BRODSTONE MEMORIAL HOSPITAL,-1
2883,281316,WEBSTER COUNTY COMMUNITY HOSPITAL,-1
2884,281318,MORRILL COUNTY COMMUNITY HOSPITAL,-1
2885,281319,JEFFERSON COMMUNITY HEALTH & LIFE,-1
2886,281320,MEMORIAL HOSPITAL,-1
2887,281322,ST FRANCIS MEMORIAL HOSPITAL,-1
2888,281323,CHI HEALTH SCHUYLER,-1
2889,281324,NEMAHA COUNTY HOSPITAL,-1
2890,281325,BROWN COUNTY HOSPITAL,-1
2891,281326,ANTELOPE MEMORIAL HOSPITAL,-1
2892,281327,COZAD COMMUNITY HOSPITAL,-1
2893,281328,MERRICK MEDICAL CENTER/LITZENBERG MEMORIAL COUNTY HOSPITAL,-1
2894,281329,AVERA ST ANTHONY'S HOSPITAL,3
2895,281330,WARREN MEMORIAL HOSPITAL,-1
2896,281331,AVERA CREIGHTON HOSPITAL,-1
2897,281332,BUTLER COUNTY HEALTH CARE CENTER,-1
2898,281333,ROCK COUNTY HOSPITAL,-1
2899,281334,BOONE COUNTY HEALTH CENTER,5
2900,281335,CALLAWAY DISTRICT HOSPITAL,-1
2901,281336,YORK GENERAL HOSPITAL,-1
2902,281338,HOWARD COUNTY MEDICAL CENTER,-1
2903,281339,MEMORIAL HEALTH CARE SYSTEMS,-1
2904,281340,DUNDY COUNTY HOSPITAL,-1
2905,281341,CHADRON COMMUNITY HOSPITAL CORP,-1
2906,281342,CHI HEALTH ST. MARY'S,-1
2907,281343,WEST HOLT MEMORIAL HOSPITAL,-1
2908,281344,CHERRY COUNTY HOSPITAL,-1
2909,281345,PROVIDENCE MEDICAL CENTER,-1
2910,281346,CHI HEALTH PLAINVIEW HOSPITAL,-1
2911,281347,OSMOND GENERAL HOSPITAL,-1
2912,281348,TRI VALLEY HEALTH SYSTEM,-1
2913,281349,PENDER COMMUNITY HOSPITAL,-1
2914,281350,JOHNSON COUNTY HOSPITAL,-1
2915,281351,CHASE COUNTY COMMUNITY HOSPITAL,-1
2916,281352,"COMMUNITY MEDICAL CENTER, INC.",4
2917,281353,VALLEY COUNTY HEALTH SYSTEM,-1
2918,281354,CRETE AREA MEDICAL CENTER,-1
2919,281355,OGALLALA COMMUNITY HOSPITAL,-1
2920,281356,PERKINS COUNTY HEALTH SERVICES,-1
2921,281357,SIDNEY REGIONAL MEDICAL CENTER,-1
2922,281358,GORDON MEMORIAL HOSPITAL DISTRICT,-1
2923,281359,MEMORIAL COMMUNITY HOSPITAL & HEALTH SYSTEM,-1
2924,281360,BOX BUTTE GENERAL HOSPITAL,4
2925,281361,LEXINGTON REGIONAL HEALTH CENTER,-1
2926,281362,PHELPS MEMORIAL HEALTH CENTER,4
2927,281363,COMMUNITY HOSPITAL,2
2928,281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",2
2929,281365,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,3
2930,283300,BOYS TOWN NATIONAL RESEARCH HOSPITAL,-1
2931,283301,CHILDREN'S HOSPITAL & MEDICAL CENTER,-1
2932,284003,LINCOLN REGIONAL CENTER,-1
2933,284009,DOUGLAS COUNTY COMMUNITY MENTAL HEALTH CENTER,-1
2934,290001,RENOWN REGIONAL MEDICAL CENTER,2
2935,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,1
2936,290005,NORTH VISTA HOSPITAL,2
2937,290007,UNIVERSITY MEDICAL CENTER,1
2938,290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2
2939,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,3
2940,290012,SAINT ROSE DOMINICAN HOSPITALS - ROSE DE LIMA,3
2941,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,2
2942,29001F,99th Medical Group (Nellis AFB),-1
2943,290021,VALLEY HOSPITAL MEDICAL CENTER,1
2944,290022,DESERT SPRINGS HOSPITAL,2
2945,290032,NORTHERN NEVADA MEDICAL CENTER,4
2946,290039,MOUNTAINVIEW HOSPITAL,3
2947,290041,SUMMERLIN HOSPITAL MEDICAL CENTER,2
2948,290042,HARMON HOSPITAL,-1
2949,290045,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,1
2950,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,1
2951,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,3
2952,290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,5
2953,290053,SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,3
2954,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,1
2955,290057,HENDERSON HOSPITAL,2
2956,290058,SAINT ROSE DOMINICAN HOSPITALS - NORTH LAS VEGAS,-1
2957,291300,MOUNT GRANT GENERAL HOSPITAL,-1
2958,291301,INCLINE VILLAGE COMMUNITY HOSPITAL,-1
2959,291302,WILLIAM BEE RIRIE HOSPITAL,-1
2960,291303,BATTLE MOUNTAIN GENERAL HOSPITAL,-1
2961,291304,PERSHING GENERAL HOSPITAL,-1
2962,291306,CARSON VALLEY MEDICAL CENTER,2
2963,291307,MESA VIEW REGIONAL HOSPITAL,2
2964,291308,HUMBOLDT GENERAL HOSPITAL,2
2965,291309,BOULDER CITY HOSPITAL,-1
2966,291311,DESERT VIEW HOSPITAL,3
2967,291312,GROVER C DILS MEDICAL CENTER,-1
2968,291313,BANNER CHURCHILL COMMUNITY HOSPITAL,3
2969,291314,SOUTH LYON MEDICAL CENTER,-1
2970,294000,DINI-TOWNSEND HOSPITAL AT NNMH,-1
2971,294002,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,-1
2972,294003,BHC WEST HILLS HOSPITAL,-1
2973,294009,MONTEVISTA HOSPITAL,-1
2974,294010,SPRING MOUNTAIN SAHARA,-1
2975,294011,SPRING MOUNTAIN TREATMENT CENTER,-1
2976,294012,SEVEN HILLS BEHAVIORAL INSTITUTE,-1
2977,294013,"DESERT PARKWAY BEHAVIORAL HEALTHCARE HOSPITAL, LLC",-1
2978,294014,SANA BEHAVIORAL HEALTH-LAS VEGAS,-1
2979,294015,"RENO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",-1
2980,300001,CONCORD HOSPITAL,4
2981,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,3
2982,300005,CONCORD HOSPITAL- LACONIA,4
2983,300011,ST JOSEPH HOSPITAL,2
2984,300012,ELLIOT HOSPITAL,3
2985,300014,FRISBIE MEMORIAL HOSPITAL,4
2986,300017,PARKLAND MEDICAL CENTER,3
2987,300018,WENTWORTH-DOUGLASS HOSPITAL,4
2988,300019,CHESHIRE MEDICAL CENTER,3
2989,300020,SOUTHERN NH MEDICAL CENTER,4
2990,300023,EXETER HOSPITAL INC,4
2991,300029,PORTSMOUTH REGIONAL HOSPITAL,4
2992,300034,CATHOLIC MEDICAL CENTER,4
2993,301300,UPPER CONNECTICUT VALLEY HOSPITAL,-1
2994,301301,COTTAGE HOSPITAL,4
2995,301302,LITTLETON REGIONAL HEALTHCARE,4
2996,301303,WEEKS MEDICAL CENTER,2
2997,301304,NEW LONDON HOSPITAL,4
2998,301305,ALICE PECK DAY MEMORIAL HOSPITAL,-1
2999,301306,CONCORD HOSPITAL- FRANKLIN,4
3000,301307,"MEMORIAL HOSPITAL, THE",2
3001,301308,VALLEY REGIONAL HOSPITAL,4
3002,301309,MONADNOCK COMMUNITY HOSPITAL,3
3003,301310,ANDROSCOGGIN VALLEY HOSPITAL,3
3004,301311,SPEARE MEMORIAL HOSPITAL,4
3005,301312,HUGGINS HOSPITAL,4
3006,304000,NEW HAMPSHIRE HOSPITAL,-1
3007,304001,HAMPSTEAD HOSPITAL,-1
3008,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,4
3009,310002,NEWARK BETH ISRAEL MEDICAL CENTER,2
3010,310003,PALISADES MEDICAL CENTER,2
3011,310005,HUNTERDON MEDICAL CENTER,4
3012,310006,ST MARY'S GENERAL HOSPITAL,3
3013,310008,HOLY NAME MEDICAL CENTER,2
3014,310009,CLARA MAASS MEDICAL CENTER,4
3015,310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,4
3016,310011,CAPE REGIONAL MEDICAL CENTER INC,3
3017,310012,VALLEY HOSPITAL,4
3018,310014,COOPER UNIVERSITY HOSPITAL,2
3019,310015,MORRISTOWN MEDICAL CENTER,5
3020,310016,CAREPOINT HEALTH-CHRIST HOSPITAL,2
3021,310017,CHILTON MEDICAL CENTER,4
3022,310019,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,1
3023,310021,ST FRANCIS MEDICAL CENTER,2
3024,310022,VIRTUA WEST JERSEY HOSPITALS,3
3025,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,2
3026,310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,2
3027,310027,TRINITAS REGIONAL MEDICAL CENTER,1
3028,310028,NEWTON MEDICAL CENTER,5
3029,310029,VIRTUA OUR LADY OF LOURDES HOSPITAL,2
3030,310031,DEBORAH HEART AND LUNG CENTER,4
3031,310032,INSPIRA MEDICAL CENTER VINELAND,3
3032,310034,RIVERVIEW MEDICAL CENTER,3
3033,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,2
3034,310039,RARITAN BAY MEDICAL CENTER,2
3035,310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,1
3036,310041,COMMUNITY MEDICAL CENTER,2
3037,310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,3
3038,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,4
3039,310047,SHORE MEDICAL CENTER,3
3040,310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,3
3041,310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,4
3042,310051,OVERLOOK MEDICAL CENTER,5
3043,310052,OCEAN MEDICAL CENTER,3
3044,310054,HACKENSACKUMC MOUNTAINSIDE,2
3045,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,2
3046,310058,BERGEN NEW BRIDGE MEDICAL CENTER,1
3047,310060,ST LUKE'S WARREN HOSPITAL,5
3048,310061,VIRTUA WILLINGBORO HOSPITAL,3
3049,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,3
3050,310069,INSPIRA MEDICAL CENTER ELMER,4
3051,310070,SAINT PETER'S UNIVERSITY HOSPITAL,4
3052,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,3
3053,310074,JERSEY CITY MEDICAL CENTER,2
3054,310075,MONMOUTH MEDICAL CENTER,3
3055,310076,SAINT BARNABAS MEDICAL CENTER,3
3056,310083,EAST ORANGE GENERAL HOSPITAL,1
3057,310084,MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,3
3058,310086,JEFFERSON STRATFORD HOSPITAL,3
3059,310091,SALEM MEDICAL CENTER,2
3060,310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,2
3061,310096,SAINT MICHAEL'S MEDICAL CENTER,3
3062,310108,JFK MEDICAL CENTER,1
3063,310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,3
3064,310111,CENTRASTATE MEDICAL CENTER,2
3065,310112,BAYSHORE MEDICAL CENTER,2
3066,310113,SOUTHERN OCEAN MEDICAL CENTER,3
3067,310115,HACKETTSTOWN MEDICAL CENTER,3
3068,310118,HUDSON REGIONAL HOSPITAL,1
3069,310119,THE UNIVERSITY HOSPITAL,1
3070,310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,3
3071,313300,CHILDREN'S SPECIALIZED HOSPITAL,-1
3072,313302,WEISMAN CHILDRENS REHABILITATION HOSPITAL,-1
3073,314001,SUMMIT OAKS HOSPITAL,-1
3074,314005,ANCORA PSYCH HOSP,-1
3075,314011,UNIVERSITY BEHAVIORAL HEALTH CARE,-1
3076,314012,HACKENSACK MERIDIAN HEALTH CARRIER CLINIC,-1
3077,314013,TRENTON PSYCHIATRIC HOSP,-1
3078,314016,GREYSTONE PARK PSYCHIATRIC HOSPITAL,-1
3079,314018,NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,-1
3080,314019,RAMAPO RIDGE BEHAVIORAL HEALTH HOSPITAL,-1
3081,314020,ESSEX COUNTY HOSPITAL CENTER,-1
3082,314021,HAMPTON BEHAVIORAL HEALTH CENTER,-1
3083,314022,ST BARNABAS BEHAVIORAL HEALTH CENTER,-1
3084,314023,ASPEN HILLS HEALTHCARE CENTER,-1
3085,314024,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H,-1
3086,314027,CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION CO,-1
3087,320001,UNM HOSPITAL,2
3088,320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,3
3089,320003,ALTA VISTA REGIONAL HOSPITAL,3
3090,320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,2
3091,320005,SAN JUAN REGIONAL MEDICAL CENTER INC,2
3092,320006,EASTERN NEW MEXICO MEDICAL CENTER,1
3093,320009,LOVELACE MEDICAL CENTER,3
3094,320011,PRESBYTERIAN ESPANOLA HOSPITAL,3
3095,320017,LOVELACE WOMEN'S HOSPITAL,2
3096,320018,MEMORIAL MEDICAL CENTER,2
3097,320021,PRESBYTERIAN HOSPITAL,3
3098,320022,PLAINS REGIONAL MEDICAL CENTER,3
3099,320030,ARTESIA GENERAL HOSPITAL,-1
3100,320033,LOS ALAMOS MEDICAL CENTER,-1
3101,320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1
3102,320057,SANTA FE PHS INDIAN HOSPITAL,-1
3103,320058,MESCALERO PHS INDIAN HOSPITAL,-1
3104,320059,NORTHERN NAVAJO MEDICAL CENTER,-1
3105,320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,-1
3106,320061,GALLUP INDIAN MEDICAL CENTER,-1
3107,320062,CROWNPOINT PHS INDIAN HOSPITAL,-1
3108,320063,CARLSBAD MEDICAL CENTER,1
3109,320065,COVENANT HEALTH HOBBS HOSPITAL,2
3110,320067,GUADALUPE COUNTY HOSPITAL,-1
3111,320070,ACOMA-CANONCITO-LAGUNA IHS HOSPITAL,-1
3112,320074,LOVELACE WESTSIDE HOSPITAL,2
3113,320084,ROOSEVELT GENERAL HOSPITAL,2
3114,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,1
3115,320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,3
3116,320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,2
3117,320090,PRESBYTERIAN SANTA FE MEDICAL CENTER,-1
3118,320091,THREE CROSSES REGIONAL HOSPITAL LLC,-1
3119,321300,SIERRA VISTA HOSPITAL,-1
3120,321301,SOCORRO GENERAL HOSPITAL,-1
3121,321302,DR DAN C TRIGG MEMORIAL HOSPITAL,-1
3122,321304,UNION COUNTY GENERAL HOSPITAL,-1
3123,321305,NOR-LEA HOSPITAL DISTRICT,4
3124,321306,LINCOLN COUNTY MEDICAL CENTER,-1
3125,321307,MINERS' COLFAX MEDICAL CENTER,-1
3126,321308,CIBOLA GENERAL HOSPITAL,-1
3127,321309,MIMBRES MEMORIAL HOSPITAL,3
3128,321310,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,2
3129,321311,GILA REGIONAL MEDICAL CENTER,4
3130,324010,"BHC MESILLA VALLEY HOSPITAL, LLC",-1
3131,324012,"PEAK BEHAVIORAL HEALTH SERVICES, LLC",-1
3132,324013,HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,-1
3133,324014,CENTRAL DESERT BEHAVIORAL HEALTH HOSPITAL,-1
3134,330005,KALEIDA HEALTH,2
3135,330006,ST JOSEPH'S MEDICAL CENTER,1
3136,330008,WYOMING COUNTY COMMUNITY HOSPITAL,3
3137,330009,BRONX HEALTH SYSTEM,2
3138,330011,OUR LADY OF LOURDES MEMORIAL HOSPITAL,3
3139,330013,ALBANY MEDICAL CENTER HOSPITAL,1
3140,330014,JAMAICA HOSPITAL MEDICAL CENTER,1
3141,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",1
3142,330023,VASSAR BROTHERS MEDICAL CENTER,2
3143,330024,MOUNT SINAI HOSPITAL,4
3144,330027,NASSAU UNIVERSITY MEDICAL CENTER,1
3145,330028,RICHMOND UNIVERSITY MEDICAL CENTER,1
3146,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,2
3147,330033,CHENANGO MEMORIAL HOSPITAL,2
3148,330043,NS/LIJ HS SOUTHSIDE HOSPITAL,3
3149,330044,FAXTON-ST LUKE'S HEALTHCARE,1
3150,330045,NS/LIJ HS HUNTINGTON HOSPITAL,5
3151,330046,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,3
3152,330047,ST MARY'S HEALTHCARE,3
3153,330049,NORTHERN DUTCHESS HOSPITAL,5
3154,330055,NEW YORK-PRESBYTERIAN/QUEENS,5
3155,330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,1
3156,330057,ST PETER'S HOSPITAL,4
3157,330058,FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL,2
3158,330059,MONTEFIORE MEDICAL CENTER,1
3159,330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,2
3160,330073,UNITED MEMORIAL MEDICAL CENTER,2
3161,330074,F F THOMPSON HOSPITAL,3
3162,330078,SISTERS OF CHARITY HOSPITAL,3
3163,330079,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,3
3164,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,1
3165,330084,ALICE HYDE MEDICAL CENTER,4
3166,330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,4
3167,330086,MONTEFIORE MOUNT VERNON HOSPITAL,1
3168,330090,ARNOT OGDEN MEDICAL CENTER,3
3169,330094,COLUMBIA MEMORIAL HOSPITAL,1
3170,330096,JONES MEMORIAL HOSPITAL,3
3171,330100,NY EYE AND EAR INFIRMARY OF MOUNT SINAI,-1
3172,330101,NEW YORK-PRESBYTERIAN HOSPITAL,4
3173,330102,KENMORE MERCY HOSPITAL,3
3174,330103,OLEAN GENERAL HOSPITAL,1
3175,330104,NYACK HOSPITAL,2
3176,330106,NORTH SHORE UNIVERSITY HOSPITAL,4
3177,330107,PECONIC BAY MEDICAL CENTER,4
3178,330111,BERTRAND CHAFFEE HOSPITAL,2
3179,330115,ONEIDA HEALTH HOSPITAL,4
3180,330119,LENOX HILL HOSPITAL,4
3181,330125,ROCHESTER GENERAL HOSPITAL,2
3182,330126,GARNET HEALTH MEDICAL CENTER,3
3183,330127,JACOBI MEDICAL CENTER,1
3184,330128,ELMHURST HOSPITAL CENTER,1
3185,330135,BON SECOURS COMMUNITY HOSPITAL,3
3186,330136,BASSETT HEALTHCARE,1
3187,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,2
3188,330141,LONG ISLAND COMMUNITY HOSPITAL,1
3189,330144,IRA DAVENPORT MEMORIAL HOSPITAL,-1
3190,330151,ST JAMES MERCY HOSPITAL,2
3191,330153,ELLIS HOSPITAL,2
3192,330157,SAMARITAN MEDICAL CENTER,3
3193,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,3
3194,330160,STATEN ISLAND UNIVERSITY HOSPITAL,3
3195,330162,NORTHERN WESTCHESTER HOSPITAL,4
3196,330163,EASTERN NIAGARA HOSPITAL,1
3197,330164,HIGHLAND HOSPITAL,3
3198,330166,"WESTFIELD MEMORIAL HOSPITAL, INC",-1
3199,330169,MOUNT SINAI BETH ISRAEL,2
3200,330175,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,4
3201,330180,"SAMARITAN HOSPITAL OF TROY, NEW YORK",3
3202,330181,NORTHWELL HOSPITAL GLEN COVE,4
3203,330182,ST FRANCIS HOSPITAL - THE HEART CENTER,5
3204,330184,MONTEFIORE NEW ROCHELLE HOSPITAL,1
3205,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,4
3206,330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,3
3207,330191,GLENS FALLS HOSPITAL,3
3208,330193,FLUSHING HOSPITAL MEDICAL CENTER,1
3209,330194,MAIMONIDES MEDICAL CENTER,2
3210,330195,LONG ISLAND JEWISH MEDICAL CENTER,3
3211,330196,NYC HEALTH + HOSPITALS/CONEY ISLAND,1
3212,330197,CANTON-POTSDAM HOSPITAL,2
3213,330198,MOUNT SINAI SOUTH NASSAU,2
3214,330199,METROPOLITAN HOSPITAL CENTER,3
3215,330202,KINGS COUNTY HOSPITAL CENTER,1
3216,330203,CROUSE HOSPITAL,2
3217,330204,BELLEVUE HOSPITAL CENTER,1
3218,330205,ST ANTHONY COMMUNITY HOSPITAL,5
3219,330208,ST JOHN'S RIVERSIDE HOSPITAL,3
3220,330211,CLAXTON-HEPBURN MEDICAL CENTER,2
3221,330214,NYU LANGONE HOSPITALS,5
3222,330215,"ROME MEMORIAL HOSPITAL, INC",2
3223,330218,OSWEGO HOSPITAL,3
3224,330219,ERIE COUNTY MEDICAL CENTER,4
3225,330221,WYCKOFF HEIGHTS MEDICAL CENTER,1
3226,330222,SARATOGA HOSPITAL,4
3227,330223,MASSENA HOSPITAL INC,1
3228,330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,4
3229,330226,UNITY HOSPITAL,2
3230,330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",3
3231,330231,QUEENS HOSPITAL CENTER,2
3232,330233,BROOKDALE HOSPITAL MEDICAL CENTER,1
3233,330234,WESTCHESTER MEDICAL CENTER,1
3234,330235,AUBURN  COMMUNITY  HOSPITAL,2
3235,330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,4
3236,330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,3
3237,330239,UPMC CHAUTAUQUA AT WCA,3
3238,330240,HARLEM HOSPITAL CENTER,1
3239,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,2
3240,330245,ST ELIZABETH MEDICAL CENTER,1
3241,330246,ST CHARLES HOSPITAL,4
3242,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,4
3243,330259,MERCY MEDICAL CENTER,2
3244,33025F,Keller ACH (West Point),-1
3245,330261,PHELPS MEMORIAL HOSPITAL CENTER,3
3246,330264,ST LUKE'S CORNWALL HOSPITAL,2
3247,330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,-1
3248,330267,HUDSON VALLEY HOSPITAL CENTER,3
3249,330270,HOSPITAL FOR SPECIAL SURGERY,5
3250,330273,PUTNAM HOSPITAL CENTER,4
3251,330276,NATHAN LITTAUER HOSPITAL,3
3252,330277,CORNING HOSPITAL,3
3253,330279,MERCY HOSPITAL OF BUFFALO,3
3254,330285,STRONG MEMORIAL HOSPITAL,2
3255,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1
3256,330304,WHITE PLAINS HOSPITAL CENTER,5
3257,330307,CAYUGA MEDICAL CENTER AT ITHACA,3
3258,330331,PLAINVIEW HOSPITAL,2
3259,330332,CHSLI ST JOSEPH HOSPITAL,2
3260,330350,SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,1
3261,330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK),2
3262,330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,4
3263,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",2
3264,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,1
3265,330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,2
3266,330399,ST BARNABAS HOSPITAL,1
3267,330401,ST CATHERINE OF SIENA HOSPITAL,4
3268,330403,MONROE COMMUNITY HOSPITAL,-1
3269,330405,HELEN HAYES HOSPITAL,-1
3270,330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,-1
3271,330411,UNITY SPECIALTY HOSPITAL,-1
3272,331301,"CUBA MEMORIAL HOSPITAL, INC",-1
3273,331302,ELIZABETHTOWN COMMUNITY HOSPITAL,-1
3274,331303,GARNET HEALTH MEDICAL CENTER CATSKILLS,-1
3275,331304,MARGARETVILLE MEMORIAL HOSPITAL,-1
3276,331305,O'CONNOR HOSPITAL,-1
3277,331307,CLIFTON FINE HOSPITAL,-1
3278,331309,RIVER HOSPITAL CLINICS,-1
3279,331310,ELLENVILLE REGIONAL HOSPITAL,-1
3280,331311,LITTLE FALLS HOSPITAL,4
3281,331312,"DELAWARE VALLEY HOSPITAL, INC",-1
3282,331313,SCHUYLER HOSPITAL,-1
3283,331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,-1
3284,331315,GOUVERNEUR HOSPITAL,-1
3285,331316,"COMMUNITY MEMORIAL HOSPITAL, INC",4
3286,331317,LEWIS COUNTY GENERAL HOSPITAL,1
3287,331318,"CARTHAGE AREA HOSPITAL, INC",-1
3288,331319,MEDINA MEMORIAL HOSPITAL,-1
3289,331320,COBLESKILL REGIONAL HOSPITAL,-1
3290,333301,BLYTHEDALE CHILDREN'S HOSPITAL,-1
3291,334001,HUTCHINGS PSYCHIATRIC CTR,-1
3292,334002,FOUR WINDS,-1
3293,334003,ST LAWRENCE PSYCH CENTER,-1
3294,334004,CREEDMOOR PSYCHIATRIC CENTER,-1
3295,334009,NEW YORK STATE PSYCHIATRIC INSTITUTE,-1
3296,334012,GREATER BINGHAMTON HEALTH CENTER,-1
3297,334013,PILGRIM PSYCHIATRIC CENTER,-1
3298,334015,ROCKLAND PSYCH CTR,-1
3299,334020,ROCHESTER PSYCHIATRIC CENTER,-1
3300,334021,MOHAWK VALLEY PSYCHIATRIC CENTER,-1
3301,334022,BRYLIN HOSP,-1
3302,334026,"BRUNSWICK HOSPITAL CENTER, INC.",-1
3303,334027,SOUTH OAKS HOSP,-1
3304,334043,SOUTH BEACH PSYCHIATRIC CENTER,-1
3305,334045,ELMIRA PSYCH CENTER,-1
3306,334046,CAPITAL DISTRICT PSYCH CENTER,-1
3307,334048,GRACIE SQUARE HOSP,-1
3308,334049,FOUR WINDS OF SARATOGA,-1
3309,334052,BUFFALO PSYCHIATRIC CENTER,-1
3310,334053,BRONX PSYCHIATRIC CENTER,-1
3311,334054,MANHATTAN PSYCHIATRIC CENTER,-1
3312,334060,KIRBY FORENSIC PSYCHIATRIC CENTER,-1
3313,334061,MID HUDSON FORENSIC PSYCHIATRIC CTR,-1
3314,334063,KINGSBORO PSYCHIATRIC HOSPITAL,-1
3315,334064,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,-1
3316,334065,WESTERN NY CHILDRENS PSYCHIATRIC CENTER,-1
3317,334066,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER,-1
3318,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,4
