"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
364014,NORTHWEST OHIO PSYCHIATRIC HOSPITAL,930 SOUTH DETROIT AVENUE,TOLEDO,OH,43614,LUCAS,Hours of physical-restraint use,0.06,46.63,33601,,Hours of seclusion use,0.10,83.63,33601,,Patients discharged on multiple antipsychotic medications with appropriate justification,62.00,61,,Screening for metabolic disorders (SMD),1,310,,Alcohol use brief intervention provided or offered,98,59,,69,59,,Alcohol and other drug use disorder treatment provided or offered at discharge,36,97,,22,97,,Tobacco use treatment provided or offered,68,130,,59,130,,Tobacco use treatment provided or offered at discharge,0,91,,0,91,,Transition record with specified elements received by discharged patients (TR1),75,379,,Timely transmission of transition record (TR2),54,379,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,45.5,11,,27.3,11,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,67,17.7,13.3,23.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),47,99,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),75.2,220,,10/01/2021,12/31/2021
364015,APPALACHIAN BEHAVIORAL HEALTH CARE,100 HOSPITAL DRIVE,ATHENS,OH,45701,ATHENS,Hours of physical-restraint use,0.28,202.08,29631,,Hours of seclusion use,0.02,13.83,29631,,Patients discharged on multiple antipsychotic medications with appropriate justification,72.00,64,,Screening for metabolic disorders (SMD),89,227,,Alcohol use brief intervention provided or offered,90,101,,62,101,,Alcohol and other drug use disorder treatment provided or offered at discharge,64,169,,33,169,,Tobacco use treatment provided or offered,80,127,,57,127,,Tobacco use treatment provided or offered at discharge,23,123,,15,123,,Transition record with specified elements received by discharged patients (TR1),89,311,,Timely transmission of transition record (TR2),55,311,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,51,19.6,14.4,25.9,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),97,79,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),70.3,255,,10/01/2021,12/31/2021
364029,WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE,35900 EUCLID AVENUE,WILLOUGHBY,OH,44094,LAKE,Hours of physical-restraint use,0.04,36.58,35462,,Hours of seclusion use,0.62,524.22,35462,,Patients discharged on multiple antipsychotic medications with appropriate justification,74.00,23,,Screening for metabolic disorders (SMD),70,538,,Alcohol use brief intervention provided or offered,87,280,,86,280,,Alcohol and other drug use disorder treatment provided or offered at discharge,78,462,,77,462,,Tobacco use treatment provided or offered,85,424,,44,424,,Tobacco use treatment provided or offered at discharge,68,407,,0,407,,Transition record with specified elements received by discharged patients (TR1),51,1142,,Timely transmission of transition record (TR2),41,1142,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,60.6,94,,30.9,94,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,66.5,269,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,550,20.7,17.9,23.7,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),74,517,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,285,,10/01/2021,12/31/2021
364031,HEARTLAND BEHAVIORAL HEALTHCARE,3000 ERIE SW,MASSILLON,OH,44648,STARK,Hours of physical-restraint use,0.08,70.09,36108,,Hours of seclusion use,0.03,27.65,36108,,Patients discharged on multiple antipsychotic medications with appropriate justification,20.00,66,,Screening for metabolic disorders (SMD),62,326,,Alcohol use brief intervention provided or offered,97,116,,76,116,,Alcohol and other drug use disorder treatment provided or offered at discharge,75,161,,2,161,,Tobacco use treatment provided or offered,86,169,,70,169,,Tobacco use treatment provided or offered at discharge,0,101,,0,101,,Transition record with specified elements received by discharged patients (TR1),66,582,,Timely transmission of transition record (TR2),60,582,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.6,21,,33.3,21,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,59,18.2,13.4,23.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),59,190,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),76.5,260,,10/01/2021,12/31/2021
364035,SUMMIT BEHAVIORAL HEALTHCARE,1101 SUMMIT ROAD,CINCINNATI,OH,45237,HAMILTON,Hours of physical-restraint use,0.13,328.08,101976,,Hours of seclusion use,0.06,149.41,101976,,Patients discharged on multiple antipsychotic medications with appropriate justification,91.00,44,,Screening for metabolic disorders (SMD),90,191,,Alcohol use brief intervention provided or offered,97,39,,67,39,,Alcohol and other drug use disorder treatment provided or offered at discharge,66,91,,14,91,,Tobacco use treatment provided or offered,68,57,,37,57,,Tobacco use treatment provided or offered at discharge,0,49,,0,49,,Transition record with specified elements received by discharged patients (TR1),99,343,,Timely transmission of transition record (TR2),81,343,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),67,94,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
364036,ARROWHEAD BEHAVIORAL HEALTH,1725 TIMBER LINE ROAD,MAUMEE,OH,43537,LUCAS,Hours of physical-restraint use,0.00,0,9772,,Hours of seclusion use,0.00,0,9772,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),73,167,,Alcohol use brief intervention provided or offered,97,382,,96,382,,Alcohol and other drug use disorder treatment provided or offered at discharge,96,660,,89,660,,Tobacco use treatment provided or offered,98,577,,69,577,,Tobacco use treatment provided or offered at discharge,99,546,,0,546,,Transition record with specified elements received by discharged patients (TR1),86,709,,Timely transmission of transition record (TR2),77,709,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,175,17.8,13.9,22.4,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),95,302,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),47.3,136,,10/01/2021,12/31/2021
364038,BELMONT PINES HOSPITAL,615 CHURCHILL-HUBBARD RD,YOUNGSTOWN,OH,44505,MAHONING,Hours of physical-restraint use,0.06,16.53,10900,,Hours of seclusion use,0.16,42.9,10900,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),95,481,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),90,787,,Timely transmission of transition record (TR2),83,787,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),94,427,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),89.4,184,,10/01/2021,12/31/2021
364040,MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,474 NORTH YELLOW SPRINGS STREET,SPRINGFIELD,OH,45504,CLARK,Hours of physical-restraint use,0.01,1.43,4492,,Hours of seclusion use,0.00,0,4492,,Patients discharged on multiple antipsychotic medications with appropriate justification,70.00,67,,Screening for metabolic disorders (SMD),87,435,,Alcohol use brief intervention provided or offered,100,114,,96,114,,Alcohol and other drug use disorder treatment provided or offered at discharge,1,114,,0,114,,Tobacco use treatment provided or offered,59,591,,28,591,,Tobacco use treatment provided or offered at discharge,57,591,,1,591,,Transition record with specified elements received by discharged patients (TR1),87,639,,Timely transmission of transition record (TR2),59,639,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53.3,15,,26.7,15,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,51,18.7,13.3,25.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),92,294,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),78.4,185,,10/01/2021,12/31/2021
364041,OHIO HOSPITAL FOR PSYCHIATRY,880 GREENLAWN AVENUE,COLUMBUS,OH,43223,FRANKLIN,Hours of physical-restraint use,0.00,1.75,779760,,Hours of seclusion use,0.00,0,779760,,Patients discharged on multiple antipsychotic medications with appropriate justification,50.00,16,,Screening for metabolic disorders (SMD),28,370,,Alcohol use brief intervention provided or offered,67,64,,14,64,,Alcohol and other drug use disorder treatment provided or offered at discharge,62,282,,16,282,,Tobacco use treatment provided or offered,57,295,,6,295,,Tobacco use treatment provided or offered at discharge,31,228,,0,228,,Transition record with specified elements received by discharged patients (TR1),72,559,,Timely transmission of transition record (TR2),65,559,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,37.3,118,,19.5,118,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,68.5,305,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,434,17.9,15.0,21.0,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),55,310,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),60,189,,10/01/2021,12/31/2021
364044,LINDNER CENTER OF HOPE,4075 OLD WESTERN ROW ROAD,MASON,OH,45040,WARREN,Hours of physical-restraint use,0.18,110.32,25666,,Hours of seclusion use,0.00,0,25666,,Patients discharged on multiple antipsychotic medications with appropriate justification,87.00,52,,Screening for metabolic disorders (SMD),87,52,,Alcohol use brief intervention provided or offered,100,53,,100,53,,Alcohol and other drug use disorder treatment provided or offered at discharge,55,78,,51,78,,Tobacco use treatment provided or offered,99,141,,62,141,,Tobacco use treatment provided or offered at discharge,5,130,,5,130,,Transition record with specified elements received by discharged patients (TR1),100,1413,,Timely transmission of transition record (TR2),99,1413,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66.7,33,,42.4,33,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,127,24.2,18.9,30.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),84,302,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
364047,RIDGEVIEW BEHAVIORAL HOSPITAL,17872 LINCOLN HIGHWAY,MIDDLE POINT,OH,45863,VAN WERT,Hours of physical-restraint use,0.00,0,25248,,Hours of seclusion use,0.00,0,25248,,Patients discharged on multiple antipsychotic medications with appropriate justification,0.00,44,,Screening for metabolic disorders (SMD),100,323,,Alcohol use brief intervention provided or offered,100,288,,99,288,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,473,,82,473,,Tobacco use treatment provided or offered,100,551,,9,551,,Tobacco use treatment provided or offered at discharge,100,433,,1,433,,Transition record with specified elements received by discharged patients (TR1),100,518,,Timely transmission of transition record (TR2),100,518,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32,366,,15,366,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,69.1,947,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,1164,20.4,18.3,22.5,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),100,323,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),47.1,167,,10/01/2021,12/31/2021
364048,HAVEN BEHAVIORAL HOSPITAL OF DAYTON,"ONE ELIZABETH PLACE, SUITE 10B",DAYTON,OH,45417,MONTGOMERY,Hours of physical-restraint use,0.02,2.98,7082,,Hours of seclusion use,0.03,4.4,7082,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,44,,Screening for metabolic disorders (SMD),62,240,,Alcohol use brief intervention provided or offered,65,49,,53,49,,Alcohol and other drug use disorder treatment provided or offered at discharge,79,117,,60,117,,Tobacco use treatment provided or offered,93,150,,59,150,,Tobacco use treatment provided or offered at discharge,40,141,,4,141,,Transition record with specified elements received by discharged patients (TR1),65,305,,Timely transmission of transition record (TR2),53,305,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40.8,71,,15.5,71,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,68.2,236,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,349,21.9,18.2,25.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),84,293,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),54.4,96,,10/01/2021,12/31/2021
364049,DUBLIN SPRINGS,7625 HOSPITAL DRIVE,DUBLIN,OH,43016,FRANKLIN,Hours of physical-restraint use,0.01,6.88,36056,,Hours of seclusion use,0.02,15.85,36056,,Patients discharged on multiple antipsychotic medications with appropriate justification,76.00,50,,Screening for metabolic disorders (SMD),85,644,,Alcohol use brief intervention provided or offered,71,356,,70,356,,Alcohol and other drug use disorder treatment provided or offered at discharge,60,688,,59,688,,Tobacco use treatment provided or offered,86,661,,34,661,,Tobacco use treatment provided or offered at discharge,72,627,,2,627,,Transition record with specified elements received by discharged patients (TR1),71,1134,,Timely transmission of transition record (TR2),69,1134,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.4,130,,32.3,130,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,73.8,549,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,712,22.8,20.1,25.6,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),83,597,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),79,233,,10/01/2021,12/31/2021
364050,"ACCESS HOSPITAL DAYTON, LLC",2611 WAYNE AVENUE,DAYTON,OH,45420,MONTGOMERY,Hours of physical-restraint use,0.00,0.05,7770,,Hours of seclusion use,0.00,0,7770,,Patients discharged on multiple antipsychotic medications with appropriate justification,12.00,138,,Screening for metabolic disorders (SMD),87,379,,Alcohol use brief intervention provided or offered,100,369,,100,369,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,1281,,100,1281,,Tobacco use treatment provided or offered,100,1193,,2,1193,,Tobacco use treatment provided or offered at discharge,0,1193,,0,1193,,Transition record with specified elements received by discharged patients (TR1),100,1376,,Timely transmission of transition record (TR2),100,1376,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55,40,,22.5,40,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,72.1,183,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,192,21.3,17.1,26.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),62,509,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
364051,BECKETT SPRINGS,8614 SHEPHERD FARM DRIVE,WEST CHESTER,OH,45069,BUTLER,Hours of physical-restraint use,0.05,34.53,29875,,Hours of seclusion use,0.01,5.7,29875,,Patients discharged on multiple antipsychotic medications with appropriate justification,84.00,68,,Screening for metabolic disorders (SMD),84,367,,Alcohol use brief intervention provided or offered,91,287,,90,287,,Alcohol and other drug use disorder treatment provided or offered at discharge,69,418,,69,418,,Tobacco use treatment provided or offered,76,344,,17,344,,Tobacco use treatment provided or offered at discharge,46,332,,0,332,,Transition record with specified elements received by discharged patients (TR1),80,628,,Timely transmission of transition record (TR2),73,628,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40,100,,24,100,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,69.2,292,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better than the National Rate,566,16.5,14.2,19.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),79,303,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),44.8,299,,10/01/2021,12/31/2021
364052,CLEAR VISTA HEALTH & WELLNESS,3364 KOLBE ROAD,LORAIN,OH,44053,LORAIN,Hours of physical-restraint use,0.00,0,7294,,Hours of seclusion use,0.00,0.17,7294,,Patients discharged on multiple antipsychotic medications with appropriate justification,94.00,63,,Screening for metabolic disorders (SMD),89,218,,Alcohol use brief intervention provided or offered,91,22,,32,22,,Alcohol and other drug use disorder treatment provided or offered at discharge,17,141,,2,141,,Tobacco use treatment provided or offered,98,131,,29,131,,Tobacco use treatment provided or offered at discharge,93,118,,4,118,,Transition record with specified elements received by discharged patients (TR1),36,306,,Timely transmission of transition record (TR2),35,306,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,54.3,46,,23.9,46,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,67.7,164,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,309,21.4,17.6,25.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),97,297,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),23.6,83,,10/01/2021,12/31/2021
364053,HIGHLAND SPRINGS,4199 MILL POND DRIVE,BEACHWOOD,OH,44122,CUYAHOGA,Hours of physical-restraint use,0.02,10.02,21509,,Hours of seclusion use,0.75,388.63,21509,,Patients discharged on multiple antipsychotic medications with appropriate justification,84.00,49,,Screening for metabolic disorders (SMD),81,302,,Alcohol use brief intervention provided or offered,78,232,,75,232,,Alcohol and other drug use disorder treatment provided or offered at discharge,91,359,,87,359,,Tobacco use treatment provided or offered,80,349,,11,349,,Tobacco use treatment provided or offered at discharge,30,328,,1,328,,Transition record with specified elements received by discharged patients (TR1),65,612,,Timely transmission of transition record (TR2),47,612,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,57.1,91,,27.5,91,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,72.9,303,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,447,22.7,19.4,26.1,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),95,297,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
364054,GENERATIONS BEHAVIORAL HEALTH - GENEVA,60 WEST STREET,GENEVA,OH,44041,ASHTABULA,Hours of physical-restraint use,0.00,0,4025,,Hours of seclusion use,0.00,0,4025,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,14,,Screening for metabolic disorders (SMD),23,173,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,96,26,,69,26,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),100,233,,Timely transmission of transition record (TR2),100,233,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,164,20,15.5,25.2,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),42,126,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),79.2,32,,10/01/2021,12/31/2021
364055,SOJOURN AT SENECA,50 ST LAWRENCE DRIVE,TIFFIN,OH,44883,SENECA,Hours of physical-restraint use,0.01,0.75,5946,,Hours of seclusion use,0.00,0,5946,,Patients discharged on multiple antipsychotic medications with appropriate justification,82.00,40,,Screening for metabolic disorders (SMD),82,250,,Alcohol use brief intervention provided or offered,50,14,,50,14,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,83,30,,53,30,,Tobacco use treatment provided or offered at discharge,76,17,,47,17,,Transition record with specified elements received by discharged patients (TR1),84,340,,Timely transmission of transition record (TR2),84,340,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58.1,31,,35.5,31,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,72.3,83,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,295,21.7,17.2,27.0,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),85,146,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),94.2,58,,10/01/2021,12/31/2021
