,Facility ID,Facility Name,City,State,ZIP Code,HBIPS-5 %,SMD %,SUB-2 %,SUB-3 %,TOB-2 %,TOB-3 %,TR-2 %,FUH-30 %,FUH-7 %,MedCont %,READM-30-IPF Rate,HBIPS-2 %,HBIPS-3 %,lat,lon
839,264032,CENTERPOINTE HOSPITAL OF COLUMBIA,COLUMBIA,MO,65202,0.0,50.0,77.0,63.0,86.0,37.0,0.0,67.4,30.2,76.6,20.2,0.21,0.0,39.015904,-92.311885
840,264033,PERIMETER BEHAVIORAL HOSPITAL OF SPRINGFIELD,SPRINGFIELD,MO,65803,87.62,59.0,0.0,0.0,0.0,0.0,58.0,50.0,16.7,73.09,19.7,0.63,0.57,37.299377,-93.324456
841,270003,ST PETERS HEALTH,HELENA,MT,59601,18.0,99.0,100.0,26.0,94.0,11.0,86.0,65.2,34.8,77.26,17.3,0.29,0.01,46.70934,-112.197616
842,274004,SHODAIR CHILDREN'S HOSPITAL,HELENA,MT,59601,45.47,84.0,62.23,0.0,0.0,0.0,88.0,42.96,20.83,77.49,19.24,0.37,1.98,46.70934,-112.197616
843,274086,MONTANA STATE HOSPITAL,WARM SPRINGS,MT,59756,12.0,22.0,32.0,26.0,61.0,0.0,0.0,51.1,17.0,83.0,16.6,0.61,5.1,46.218279,-112.811742
844,280003,BRYAN MEDICAL CENTER,LINCOLN,NE,68506,86.0,96.0,98.0,88.0,99.0,90.0,88.0,64.0,38.0,77.7,17.3,0.56,0.2,40.804064,-96.687195
845,280032,MARY LANNING HEALTHCARE,HASTINGS,NE,68901,85.0,95.0,83.0,91.0,77.0,81.0,88.0,42.9,26.2,79.7,19.2,0.23,0.1,40.582425,-98.389035
846,280061,REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,69361,56.65,81.0,72.0,99.0,80.0,74.0,68.0,61.5,23.1,70.25,20.4,0.12,0.01,41.872005,-103.77023
847,280065,GREAT PLAINS HEALTH,NORTH PLATTE,NE,69101,59.0,68.0,61.0,72.0,81.0,27.0,67.0,71.1,28.9,82.1,15.0,0.36,0.0,41.102555,-100.74907
848,280077,METHODIST FREMONT HEALTH,FREMONT,NE,68025,46.0,80.0,89.0,80.0,33.0,24.0,37.0,65.4,46.2,70.93,19.4,0.23,1.25,41.487786,-96.501672
849,280081,CHI HEALTH IMMANUEL,OMAHA,NE,68122,95.0,99.0,0.0,0.0,0.0,0.0,93.0,76.6,51.1,74.4,18.9,0.01,0.0,41.353003,-96.07026
850,281301,FILLMORE COUNTY HOSPITAL,GENEVA,NE,68361,63.54,92.73,75.37,74.12,94.49,80.01,38.87,57.78,34.01,74.78,20.66,0.43,0.33,40.52749,-97.600691
851,284003,LINCOLN REGIONAL CENTER,LINCOLN,NE,68522,81.0,100.0,67.52,0.0,87.59,57.49,41.0,54.13,30.76,77.61,19.5,1.04,1.53,40.78456,-96.750075
852,284009,DOUGLAS COUNTY COMMUNITY MENTAL HEALTH CENTER,OMAHA,NE,68105,100.0,79.0,100.0,65.0,100.0,86.0,91.0,30.0,20.0,79.0,25.4,0.02,0.01,41.240468,-95.964396
853,290005,NORTH VISTA HOSPITAL,NORTH LAS VEGAS,NV,89030,100.0,92.0,100.0,100.0,96.0,96.0,84.0,27.1,12.9,52.7,27.7,0.0,0.0,36.225271,-115.15431
854,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,RENO,NV,89503,95.0,99.0,100.0,100.0,92.0,94.0,95.0,43.9,21.1,57.3,20.6,0.0,0.0,39.547117,-119.901957
855,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,CARSON CITY,NV,89703,33.0,81.0,83.0,69.0,98.0,96.0,27.0,41.4,17.2,62.1,20.7,0.0,0.0,39.164225,-119.800294
856,290022,DESERT SPRINGS HOSPITAL,LAS VEGAS,NV,89119,14.0,94.0,91.0,81.0,85.0,41.0,24.0,31.7,15.9,61.8,26.5,0.0,0.0,36.089022,-115.148313
857,290032,NORTHERN NEVADA MEDICAL CENTER,SPARKS,NV,89434,82.0,96.0,55.3,58.15,82.0,28.46,42.0,44.4,27.8,71.59,14.4,0.01,0.0,39.591728,-119.716747
858,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,89148,100.0,98.0,93.0,99.0,97.0,93.0,76.0,29.6,12.1,61.0,25.7,0.19,0.29,36.062903,-115.272463
859,291309,BOULDER CITY HOSPITAL,BOULDER CITY,NV,89005,90.0,100.0,100.0,100.0,100.0,100.0,67.0,46.87,24.31,69.04,22.8,0.0,0.0,36.020563,-114.82952
860,294000,DINI-TOWNSEND HOSPITAL AT NNMH,SPARKS,NV,89431,37.52,82.12,0.0,0.0,2.0,0.0,0.0,40.51,18.66,72.09,19.35,0.04,0.02,40.039169,-119.640601
861,294002,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,LAS VEGAS,NV,89146,62.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,72.75,19.0,0.75,0.49,36.142369,-115.224185
862,294003,BHC WEST HILLS HOSPITAL,RENO,NV,89512,61.0,78.0,60.0,93.0,57.0,39.0,47.0,40.0,25.0,61.1,22.8,0.07,0.27,39.545363,-119.879069
863,294009,MONTEVISTA HOSPITAL,LAS VEGAS,NV,89103,85.71,80.0,57.98,86.16,70.44,31.33,60.22,40.87,18.98,59.3,26.7,0.07,0.06,36.33689,-114.891987
864,294010,SPRING MOUNTAIN SAHARA,LAS VEGAS,NV,89146,35.0,75.0,95.0,38.0,76.0,5.0,25.0,41.3,23.9,63.1,25.6,0.04,0.03,36.142369,-115.224185
865,294011,SPRING MOUNTAIN TREATMENT CENTER,LAS VEGAS,NV,89117,0.0,39.0,85.0,48.0,79.0,10.0,25.0,29.5,17.9,56.1,27.3,0.34,0.46,36.130992,-115.217932
866,294012,SEVEN HILLS BEHAVIORAL INSTITUTE,HENDERSON,NV,89052,44.0,66.0,81.0,61.0,82.0,61.0,37.0,25.8,13.4,60.3,27.1,0.02,0.0,35.987798,-115.116652
867,294013,"DESERT PARKWAY BEHAVIORAL HEALTHCARE HOSPITAL, LLC",LAS VEGAS,NV,89109,0.0,52.0,79.33,99.0,100.0,84.0,29.0,29.4,15.3,54.6,30.0,0.05,0.23,35.989223,-115.40521
868,294014,SANA BEHAVIORAL HEALTH-LAS VEGAS,LAS VEGAS,NV,89103,13.0,8.0,98.0,68.0,67.0,61.0,31.0,38.5,34.6,62.6,23.7,0.0,0.0,36.33689,-114.891987
869,294015,"RENO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",RENO,NV,89511,15.0,86.0,67.0,77.0,94.0,28.0,31.0,37.7,16.4,60.0,19.7,0.06,0.54,39.360265,-119.8057
870,300001,CONCORD HOSPITAL,CONCORD,NH,3301,64.78,89.0,91.0,99.0,94.0,67.0,96.0,80.0,60.0,75.39,21.4,0.55,0.0,43.230314,-71.536101
871,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,3756,57.75,68.0,48.0,87.0,83.0,61.0,28.0,77.8,52.8,88.0,17.5,0.1,0.0,43.967542,-71.840883
872,300012,ELLIOT HOSPITAL,MANCHESTER,NH,3103,58.0,95.0,77.0,80.0,99.0,84.0,73.0,80.0,46.7,80.0,16.1,0.38,0.09,42.942463,-71.463761
873,300014,FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,3867,56.6,81.0,0.0,0.0,86.48,85.51,86.0,48.06,25.37,70.85,15.7,22.69,0.0,43.326831,-70.993148
874,300017,PARKLAND MEDICAL CENTER,DERRY,NH,3038,32.99,97.0,84.0,96.0,98.0,97.0,67.0,78.8,53.8,74.8,21.6,0.2,0.0,42.950825,-71.197169
875,300020,SOUTHERN NH MEDICAL CENTER,NASHUA,NH,3060,95.0,92.0,87.0,96.0,95.0,82.0,84.0,82.6,65.2,81.1,19.0,0.11,0.0,42.771537,-71.626336
876,300029,PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,3801,94.0,99.0,98.0,96.0,93.0,89.0,78.0,51.3,34.2,77.1,19.5,0.16,0.09,43.009222,-70.950742
877,301301,COTTAGE HOSPITAL,WOODSVILLE,NH,3785,46.5,100.0,81.26,88.74,67.88,74.67,99.0,59.52,35.55,71.62,17.4,0.05,0.0,43.948644,-72.080708
878,301306,CONCORD HOSPITAL- FRANKLIN,FRANKLIN,NH,3235,27.0,6.0,2.0,59.0,17.0,6.0,0.0,73.7,60.5,87.1,20.0,0.15,0.15,43.374297,-71.680021
879,304000,NEW HAMPSHIRE HOSPITAL,CONCORD,NH,3301,31.0,2.0,0.0,0.0,11.0,0.0,0.0,73.6,45.1,73.8,13.4,0.62,5.33,43.230314,-71.536101
880,304001,HAMPSTEAD HOSPITAL,HAMPSTEAD,NH,3841,67.2,76.0,100.0,100.0,58.0,85.0,92.0,83.3,38.9,75.52,20.7,0.26,0.13,42.877438,-71.139098
881,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,NJ,7601,0.0,80.0,100.0,69.0,43.0,5.0,34.0,63.2,28.9,77.8,20.4,2.32,0.0,40.913482,-74.001623
882,310002,NEWARK BETH ISRAEL MEDICAL CENTER,NEWARK,NJ,7112,85.14,78.0,100.0,100.0,85.0,98.0,79.0,30.0,5.0,75.9,20.6,0.07,0.03,40.711151,-74.211265
883,310006,ST MARY'S GENERAL HOSPITAL,PASSAIC,NJ,7055,85.24,83.03,95.55,80.16,82.25,22.45,80.42,59.02,35.1,70.25,21.83,0.46,0.36,40.855103,-74.126916
884,310008,HOLY NAME MEDICAL CENTER,TEANECK,NJ,7666,38.0,99.0,50.0,93.0,83.0,63.0,81.0,81.3,56.3,80.3,25.9,0.0,0.0,40.914616,-73.986334
885,310009,CLARA MAASS MEDICAL CENTER,BELLEVILLE,NJ,7109,55.0,98.0,76.0,100.0,87.0,93.0,94.0,38.6,22.7,78.8,20.4,1.23,0.0,40.7821,-74.167488
886,310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,PLAINSBORO,NJ,8536,43.0,64.0,84.0,86.0,81.0,64.0,1.0,55.3,42.7,72.6,17.8,0.11,0.0,40.342197,-74.582062
887,310015,MORRISTOWN MEDICAL CENTER,MORRISTOWN,NJ,7960,45.36,99.0,99.0,98.0,91.0,85.0,97.0,81.8,58.2,84.3,21.8,0.02,0.02,40.77165,-74.506256
888,310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,BAYONNE,NJ,7002,62.17,98.0,99.0,77.0,100.0,98.0,93.0,42.9,21.4,73.31,25.0,0.18,0.0,40.670858,-74.109486
889,310027,TRINITAS REGIONAL MEDICAL CENTER,ELIZABETH,NJ,7207,77.0,94.0,61.0,100.0,91.0,85.0,65.0,55.6,23.3,81.5,19.3,1.55,1.33,40.665651,-74.299692
890,310028,NEWTON MEDICAL CENTER,NEWTON,NJ,7860,48.0,92.0,94.0,57.0,63.0,37.0,46.0,43.8,25.0,73.45,20.3,0.92,0.07,41.069522,-74.806938
891,310032,INSPIRA MEDICAL CENTER VINELAND,VINELAND,NJ,8360,46.0,68.0,79.0,53.0,70.0,14.0,18.0,59.3,25.9,69.7,18.8,1.74,0.18,39.392671,-75.025676
892,310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,NJ,7030,48.36,100.0,75.0,70.0,100.0,64.0,47.0,63.0,25.9,80.2,21.2,0.09,0.12,40.746851,-74.033934
893,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,ENGLEWOOD,NJ,7631,43.0,86.0,20.0,38.0,11.0,12.0,5.0,75.0,58.3,70.23,24.8,0.18,0.0,40.889498,-73.971782
894,310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,DENVILLE,NJ,7834,100.0,99.0,100.0,100.0,100.0,100.0,100.0,55.6,51.1,75.5,18.8,2.5,1.98,40.881248,-74.489349
895,310051,OVERLOOK MEDICAL CENTER,SUMMIT,NJ,7902,91.0,94.0,83.0,85.0,84.0,77.0,85.0,72.5,60.0,85.1,14.5,0.2,0.05,40.665651,-74.299692
896,310054,HACKENSACKUMC MOUNTAINSIDE,MONTCLAIR,NJ,7042,85.0,82.0,98.0,90.0,92.0,88.0,97.0,47.4,36.8,86.0,23.9,0.98,0.03,40.811908,-74.216389
897,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,MOUNT HOLLY,NJ,8060,52.07,94.0,89.0,89.0,95.0,92.0,91.0,40.0,20.0,90.4,21.9,5.96,0.15,40.044956,-74.801869
898,310058,BERGEN NEW BRIDGE MEDICAL CENTER,PARAMUS,NJ,7652,91.0,80.0,97.0,93.0,78.0,75.0,40.0,45.0,18.6,65.2,24.7,1.06,0.09,40.944997,-74.068964
899,310061,VIRTUA WILLINGBORO HOSPITAL,WILLINGBORO,NJ,8046,51.07,90.0,54.64,84.0,90.0,65.0,73.0,68.8,50.0,70.41,21.1,1.8,0.0,40.013737,-74.805773
900,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NEPTUNE,NJ,7754,55.97,52.0,99.0,82.0,50.0,11.0,23.0,46.51,23.99,73.07,19.36,0.07,0.0,40.302718,-74.24928
901,310074,JERSEY CITY MEDICAL CENTER,JERSEY CITY,NJ,7302,97.0,89.0,85.0,99.0,88.0,95.0,90.0,51.2,17.1,58.0,17.0,0.0,0.0,40.726001,-74.047304
902,310075,MONMOUTH MEDICAL CENTER,LONG BRANCH,NJ,7740,93.0,82.0,56.0,99.0,40.0,51.0,89.0,47.6,22.2,75.1,22.5,1.31,0.0,40.345361,-74.1109
903,310083,EAST ORANGE GENERAL HOSPITAL,EAST ORANGE,NJ,7018,22.0,54.0,77.0,72.0,65.0,19.0,31.0,20.0,8.6,65.4,30.8,0.66,0.0,40.7566,-74.216839
904,310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,TRENTON,NJ,8638,100.0,99.0,100.0,100.0,99.0,99.0,98.0,41.7,16.7,76.79,19.1,0.64,0.75,40.232908,-74.716954
905,314001,SUMMIT OAKS HOSPITAL,SUMMIT,NJ,7901,73.0,71.0,100.0,95.0,92.0,69.0,77.0,29.2,12.5,77.2,19.2,0.07,0.0,40.71275,-74.361594
906,314005,ANCORA PSYCH HOSP,HAMMONTON,NJ,8037,92.0,93.0,95.0,90.33,97.0,18.0,74.0,47.7,25.05,75.72,21.91,0.57,0.0,39.563616,-74.711081
907,314011,UNIVERSITY BEHAVIORAL HEALTH CARE,PISCATAWAY,NJ,8854,21.0,80.0,90.0,46.95,98.0,1.0,96.0,69.2,53.8,77.35,20.2,0.09,0.29,40.552925,-74.457746
908,314012,HACKENSACK MERIDIAN HEALTH CARRIER CLINIC,BELLE MEAD,NJ,8502,27.0,12.0,93.0,66.0,96.0,73.0,37.0,57.0,33.0,75.4,19.2,1.6,0.33,40.461504,-74.648302
909,314013,TRENTON PSYCHIATRIC HOSP,TRENTON,NJ,8625,72.0,45.0,86.0,50.0,94.0,6.0,27.0,45.52,23.11,75.88,19.07,0.39,0.0,40.280531,-74.712018
910,314016,GREYSTONE PARK PSYCHIATRIC HOSPITAL,GREYSTONE PARK,NJ,7950,85.0,99.0,85.53,100.0,89.0,4.0,36.0,42.94,20.81,69.36,20.45,0.07,0.06,40.843399,-74.540341
911,314018,NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,BLACKWOOD,NJ,8012,4.0,6.0,77.0,89.0,0.0,0.0,0.0,38.6,22.2,77.4,17.8,0.35,0.0,39.790131,-75.036652
912,314019,RAMAPO RIDGE BEHAVIORAL HEALTH HOSPITAL,WYCKOFF,NJ,7481,0.0,95.0,100.0,92.0,92.0,100.0,96.0,85.3,67.6,74.8,25.0,0.0,0.02,40.998387,-74.165733
913,314020,ESSEX COUNTY HOSPITAL CENTER,CEDAR GROVE,NJ,7009,76.0,61.0,100.0,46.51,79.0,0.0,0.0,52.24,29.08,77.46,19.75,0.0,0.05,40.857049,-74.227109
914,314021,HAMPTON BEHAVIORAL HEALTH CENTER,WESTAMPTON,NJ,8060,66.0,90.0,99.0,69.0,79.0,76.0,69.0,56.7,45.5,76.8,15.8,0.08,0.17,40.044956,-74.801869
915,314022,ST BARNABAS BEHAVIORAL HEALTH CENTER,TOMS RIVER,NJ,8755,100.0,100.0,100.0,100.0,99.0,99.0,99.0,47.2,23.6,79.9,22.8,0.0,0.0,40.000696,-74.256821
916,314023,ASPEN HILLS HEALTHCARE CENTER,PEMBERTON,NJ,8068,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31.6,21.1,66.2,17.1,0.81,0.0,39.966394,-74.709185
917,314024,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H,SECAUCUS,NJ,7094,74.0,100.0,91.0,89.0,81.0,85.0,94.0,49.59,26.72,72.03,21.37,0.04,0.0,40.78885,-74.056035
918,314027,CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION CO,BERKELEY HEIGHTS,NJ,7922,56.0,85.0,92.0,74.0,100.0,37.0,31.0,57.29,33.57,73.29,21.2,0.03,0.0,40.675451,-74.422196
919,320001,UNM HOSPITAL,ALBUQUERQUE,NM,87106,30.2,95.0,87.0,60.0,65.0,44.0,91.0,58.7,25.4,74.1,20.2,0.49,0.27,35.04319,-106.489592
920,320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,SANTA FE,NM,87505,57.29,23.0,46.0,82.0,67.0,4.0,25.0,61.5,7.7,71.24,20.2,0.0,0.0,35.656638,-105.946155
921,320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,ALAMOGORDO,NM,88310,28.0,100.0,98.0,90.0,91.0,33.0,98.0,65.4,23.1,76.63,21.2,0.0,0.0,32.870046,-105.948967
922,320021,PRESBYTERIAN HOSPITAL,ALBUQUERQUE,NM,87106,48.84,99.0,93.0,95.0,90.0,96.0,95.0,39.3,28.6,63.7,20.5,0.0,0.46,35.04319,-106.489592
923,324010,"BHC MESILLA VALLEY HOSPITAL, LLC",LAS CRUCES,NM,88012,45.82,79.0,89.0,68.0,49.0,27.0,42.0,42.2,15.6,59.3,16.2,0.14,0.87,32.329638,-106.604677
924,324012,"PEAK BEHAVIORAL HEALTH SERVICES, LLC",SANTA TERESA,NM,88008,1.0,55.0,25.0,62.0,31.0,10.0,0.0,40.0,17.1,62.3,23.3,0.05,0.0,31.87054,-106.626892
925,324013,HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,ALBUQUERQUE,NM,87108,64.34,80.0,77.0,68.0,99.0,80.0,91.0,43.1,31.0,78.5,16.3,0.04,0.17,35.069946,-106.577329
926,324014,CENTRAL DESERT BEHAVIORAL HEALTH HOSPITAL,ALBUQUERQUE,NM,87102,0.0,72.49,81.21,38.0,85.0,55.0,100.0,50.0,30.8,77.46,16.0,0.0,0.0,35.069296,-106.64853
927,330006,ST JOSEPH'S MEDICAL CENTER,YONKERS,NY,10701,16.0,100.0,66.0,92.0,100.0,48.0,98.0,70.8,52.8,79.5,20.5,0.34,0.0,40.946107,-73.866926
928,330008,WYOMING COUNTY COMMUNITY HOSPITAL,WARSAW,NY,14569,6.0,89.0,49.0,91.0,83.0,98.0,55.0,62.1,31.0,71.3,16.7,0.0,0.0,42.740223,-78.164804
929,330009,BRONX HEALTH SYSTEM,BRONX,NY,10456,59.0,82.0,100.0,97.0,100.0,100.0,76.0,59.3,14.8,87.4,20.2,0.8,0.09,40.830529,-73.908655
930,330013,ALBANY MEDICAL CENTER HOSPITAL,ALBANY,NY,12208,59.46,72.0,96.0,91.0,71.0,27.0,0.0,57.9,52.6,68.2,20.1,0.26,2.6,42.654658,-73.805866
931,330014,JAMAICA HOSPITAL MEDICAL CENTER,JAMAICA,NY,11418,93.0,68.0,97.0,100.0,29.0,19.0,98.0,53.1,31.3,81.1,20.4,0.46,0.0,40.698566,-73.83127
932,330024,MOUNT SINAI HOSPITAL,NEW YORK,NY,10029,73.0,84.0,74.0,95.0,71.0,39.0,18.0,68.4,39.5,78.08,19.5,0.11,0.99,40.791884,-73.943517
933,330027,NASSAU UNIVERSITY MEDICAL CENTER,EAST MEADOW,NY,11554,85.0,43.0,100.0,94.0,11.0,0.0,17.0,50.0,42.2,83.5,17.2,1.87,0.06,40.72135,-73.55877
934,330028,RICHMOND UNIVERSITY MEDICAL CENTER,STATEN ISLAND,NY,10310,73.0,95.0,84.0,100.0,92.0,67.0,97.0,71.0,61.3,75.7,18.1,0.62,0.0,40.632943,-74.118669
935,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,NEWARK,NY,14513,83.0,74.0,100.0,85.0,86.0,71.0,50.0,65.4,42.3,84.4,20.3,0.36,0.0,43.087067,-77.097867
936,330045,NS/LIJ HS HUNTINGTON HOSPITAL,HUNTINGTON,NY,11743,67.0,91.0,92.0,96.0,85.0,97.0,94.0,63.0,48.1,85.9,19.3,0.66,1.29,40.867647,-73.410218
937,330046,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,NEW YORK,NY,10019,64.0,86.0,44.0,100.0,44.0,87.0,26.0,56.1,39.0,72.6,20.2,0.22,0.34,40.765926,-73.985443
938,330047,ST MARY'S HEALTHCARE,AMSTERDAM,NY,12010,23.0,82.0,71.0,59.0,96.0,64.0,25.0,73.5,46.9,91.4,17.6,0.09,0.0,42.906298,-74.229042
939,330059,MONTEFIORE MEDICAL CENTER,BRONX,NY,10467,98.0,81.0,33.0,70.0,81.0,73.0,87.0,61.9,33.3,71.6,19.4,0.03,1.29,40.876328,-73.870404
940,330079,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,SARANAC LAKE,NY,12983,92.0,81.0,86.0,100.0,73.0,100.0,85.0,60.7,28.6,80.7,20.8,0.0,0.0,44.583429,-74.272104
941,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,BRONX,NY,10451,86.0,77.0,83.0,79.0,86.0,33.0,21.0,57.1,35.7,75.43,26.7,0.0,0.0,40.819329,-73.920355
942,330086,MONTEFIORE MOUNT VERNON HOSPITAL,MOUNT VERNON,NY,10550,76.0,65.0,79.0,52.0,91.0,51.0,95.0,68.0,32.0,72.33,19.3,0.0,0.0,40.909838,-73.83389
943,330090,ARNOT OGDEN MEDICAL CENTER,ELMIRA,NY,14905,99.0,68.0,66.0,99.0,98.0,9.0,100.0,71.8,48.7,77.67,17.7,0.0,0.0,42.093574,-76.844329
944,330101,NEW YORK-PRESBYTERIAN HOSPITAL,NEW YORK,NY,10065,100.0,91.0,100.0,68.0,82.0,88.0,78.0,68.1,51.6,83.1,18.0,0.82,0.49,40.76417,-73.962365
945,330103,OLEAN GENERAL HOSPITAL,OLEAN,NY,14760,73.18,97.0,92.0,80.0,96.0,23.0,93.0,44.8,20.7,78.5,16.3,0.03,0.32,42.082142,-78.425973
946,330104,NYACK HOSPITAL,NYACK,NY,10960,33.0,4.0,42.0,68.0,21.0,12.0,31.0,43.5,30.4,81.2,20.3,0.03,0.5,41.080474,-73.930179
947,330106,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NY,11030,65.0,83.0,94.0,70.0,73.0,75.0,72.0,73.9,52.2,70.23,18.1,0.63,0.08,40.754757,-73.601772
948,330119,LENOX HILL HOSPITAL,NEW YORK,NY,10021,47.0,91.0,70.0,100.0,86.0,79.0,94.0,70.6,64.7,77.25,22.0,0.0,0.14,40.768823,-73.960257
949,330125,ROCHESTER GENERAL HOSPITAL,ROCHESTER,NY,14621,87.0,81.0,84.0,93.0,90.0,93.0,86.0,66.7,50.0,87.9,21.3,1.02,1.59,43.149013,-77.631124
950,330126,GARNET HEALTH MEDICAL CENTER,MIDDLETOWN,NY,10940,9.0,25.0,55.0,22.0,67.0,0.0,61.0,60.0,41.8,86.4,18.7,0.55,0.81,41.390109,-74.340401
951,330127,JACOBI MEDICAL CENTER,BRONX,NY,10461,100.0,94.0,18.0,71.0,60.0,59.0,37.0,41.7,35.4,56.3,23.0,0.49,0.34,40.845279,-73.843103
952,330128,ELMHURST HOSPITAL CENTER,ELMHURST,NY,11373,69.0,100.0,21.0,92.0,92.0,88.0,100.0,44.8,36.2,82.6,22.2,1.27,0.0,40.73509,-73.877562
953,330135,BON SECOURS COMMUNITY HOSPITAL,PORT JERVIS,NY,12771,88.0,81.0,94.0,86.0,60.0,92.0,75.0,60.7,21.4,79.7,20.2,0.13,0.0,41.357119,-74.498396
954,330136,BASSETT HEALTHCARE,COOPERSTOWN,NY,13326,57.83,55.0,92.0,92.0,46.0,27.0,0.0,63.6,51.5,77.0,18.4,0.36,0.0,42.714065,-74.890929
955,330141,LONG ISLAND COMMUNITY HOSPITAL,PATCHOGUE,NY,11772,81.07,92.0,71.0,94.0,92.0,79.0,41.0,63.6,30.3,91.0,20.6,0.11,0.0,40.922326,-72.637078
956,330160,STATEN ISLAND UNIVERSITY HOSPITAL,STATEN ISLAND,NY,10305,43.0,89.0,76.0,74.0,84.0,83.0,84.0,76.9,57.7,74.89,18.6,0.28,0.55,40.596828,-74.077837
957,330162,NORTHERN WESTCHESTER HOSPITAL,MOUNT KISCO,NY,10549,75.0,97.0,82.0,71.0,58.0,62.0,95.0,75.0,75.0,71.05,21.6,0.65,1.07,41.197329,-73.72286
958,330169,MOUNT SINAI BETH ISRAEL,NEW YORK,NY,10003,53.0,86.0,98.0,88.0,70.0,68.0,38.0,52.5,39.3,66.8,25.1,0.24,0.26,40.730223,-73.988564
959,330175,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,CORTLAND,NY,13045,77.3,1.0,12.0,69.0,91.0,44.0,12.0,66.7,41.7,69.21,23.4,0.0,0.0,42.614268,-76.120128
960,330180,"SAMARITAN HOSPITAL OF TROY, NEW YORK",TROY,NY,12180,0.0,42.0,3.0,69.0,31.0,0.0,0.0,62.9,37.1,78.8,20.0,0.57,0.29,42.673701,-73.608792
961,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,PORT JEFFERSON,NY,11777,80.0,99.0,94.0,96.0,85.0,99.0,92.0,64.9,48.6,85.6,18.4,0.43,0.0,40.922326,-72.637078
962,330193,FLUSHING HOSPITAL MEDICAL CENTER,FLUSHING,NY,11355,100.0,87.0,100.0,100.0,61.0,45.0,99.0,50.26,27.32,69.87,20.3,0.0,0.0,40.750317,-73.813903
963,330194,MAIMONIDES MEDICAL CENTER,BROOKLYN,NY,11219,65.0,56.0,87.0,91.0,96.0,83.0,96.0,63.2,42.1,83.7,21.7,0.91,0.0,40.633157,-73.996953
964,330195,LONG ISLAND JEWISH MEDICAL CENTER,NEW HYDE PARK,NY,11040,88.0,82.0,54.0,59.0,94.0,91.0,56.0,79.1,61.6,84.1,19.6,0.4,0.26,40.729351,-73.682824
965,330196,NYC HEALTH + HOSPITALS/CONEY ISLAND,BROOKLYN,NY,11235,88.0,100.0,34.0,97.0,88.0,64.0,100.0,48.5,27.3,59.0,17.7,1.45,0.0,40.584455,-73.948402
966,330198,MOUNT SINAI SOUTH NASSAU,OCEANSIDE,NY,11572,88.0,66.0,100.0,97.0,95.0,73.0,93.0,66.0,45.3,79.4,20.5,0.23,0.03,40.635252,-73.636923
967,330199,METROPOLITAN HOSPITAL CENTER,NEW YORK,NY,10029,85.0,99.0,92.0,100.0,95.0,97.0,99.0,43.8,37.5,73.3,20.0,1.75,0.0,40.791884,-73.943517
968,330202,KINGS COUNTY HOSPITAL CENTER,BROOKLYN,NY,11203,67.0,68.0,11.0,37.0,32.0,37.0,50.0,53.6,31.9,73.8,22.5,1.3,0.0,40.663551,-73.949389
969,330204,BELLEVUE HOSPITAL CENTER,NEW YORK,NY,10016,86.0,67.0,24.0,79.0,55.0,52.0,47.0,44.0,25.3,45.7,23.7,2.44,0.78,40.745527,-73.978449
