"Column1","Facility Name","City","State","ZIP Code","HBIPS-5 %","SMD %","SUB-2 %","SUB-3 %","TOB-2 %","TOB-3 %","TR-2 %","FUH-30 %","FUH-7 %","MedCont %","READM-30-IPF Rate","HBIPS-2 %","HBIPS-3 %","code","city","state","county","area_code","lat","lon"
840,PERIMETER BEHAVIORAL HOSPITAL OF SPRINGFIELD,SPRINGFIELD,MO,65803,73.0,59.0,0.0,0.0,0.0,0.0,58.0,50.0,16.7,80.0,19.7,0.63,0.57,65803,Springfield,MO,GREENE,"",37.299377,-93.324456
841,ST PETERS HEALTH,HELENA,MT,59601,18.0,99.0,100.0,26.0,94.0,11.0,86.0,65.2,34.8,77.0,17.3,0.29,0.01,59601,Helena,MT,LEWIS AND CLARK,"",46.70934,-112.197616
842,SHODAIR CHILDREN'S HOSPITAL,HELENA,MT,59601,60.0,84.0,96.0,0.0,0.0,0.0,88.0,35.0,37.0,67.0,19.0,0.37,1.98,59601,Helena,MT,LEWIS AND CLARK,"",46.70934,-112.197616
843,MONTANA STATE HOSPITAL,WARM SPRINGS,MT,59756,12.0,22.0,32.0,26.0,61.0,0.0,0.0,51.1,17.0,83.0,16.6,0.61,5.1,59756,Warm Springs,MT,DEER LODGE,"",46.218279,-112.811742
844,BRYAN MEDICAL CENTER,LINCOLN,NE,68506,86.0,96.0,98.0,88.0,99.0,90.0,88.0,64.0,38.0,77.7,17.3,0.56,0.2,68506,Lincoln,NE,LANCASTER,"",40.804064,-96.687195
845,MARY LANNING HEALTHCARE,HASTINGS,NE,68901,85.0,95.0,83.0,91.0,77.0,81.0,88.0,42.9,26.2,79.7,19.2,0.23,0.1,68901,Hastings,NE,ADAMS,"",40.582425,-98.389035
846,REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,69361,87.0,81.0,72.0,99.0,80.0,74.0,68.0,61.5,23.1,73.0,20.4,0.12,0.01,69361,Scottsbluff,NE,SCOTTS BLUFF,"",41.872005,-103.77023
847,GREAT PLAINS HEALTH,NORTH PLATTE,NE,69101,59.0,68.0,61.0,72.0,81.0,27.0,67.0,71.1,28.9,82.1,15.0,0.36,0.0,69101,North Platte,NE,LINCOLN,"",41.102555,-100.74907
848,METHODIST FREMONT HEALTH,FREMONT,NE,68025,46.0,80.0,89.0,80.0,33.0,24.0,37.0,65.4,46.2,68.0,19.4,0.23,1.25,68025,Fremont,NE,DODGE,"",41.487786,-96.501672
849,CHI HEALTH IMMANUEL,OMAHA,NE,68122,95.0,99.0,0.0,0.0,0.0,0.0,93.0,76.6,51.1,74.4,18.9,0.01,0.0,68122,Omaha,NE,DOUGLAS,"",41.353003,-96.07026
850,FILLMORE COUNTY HOSPITAL,GENEVA,NE,68361,24.0,53.0,54.0,71.0,92.0,20.0,77.0,50.0,35.0,80.0,21.0,4.0,0.0,68361,Geneva,NE,FILLMORE,"",40.52749,-97.600691
851,LINCOLN REGIONAL CENTER,LINCOLN,NE,68522,89.0,100.0,74.0,0.0,59.0,74.0,41.0,46.0,38.0,76.0,22.0,1.04,1.53,68522,Lincoln,NE,LANCASTER,"",40.78456,-96.750075
852,DOUGLAS COUNTY COMMUNITY MENTAL HEALTH CENTER,OMAHA,NE,68105,100.0,79.0,100.0,65.0,100.0,86.0,91.0,30.0,20.0,79.0,25.4,0.02,0.01,68105,Omaha,NE,DOUGLAS,"",41.240468,-95.964396
853,NORTH VISTA HOSPITAL,NORTH LAS VEGAS,NV,89030,100.0,92.0,100.0,100.0,96.0,96.0,84.0,27.1,12.9,52.7,27.7,0.0,0.0,89030,North Las Vegas,NV,CLARK,"",36.225271,-115.15431
854,SAINT MARY'S REGIONAL MEDICAL CENTER,RENO,NV,89503,95.0,99.0,100.0,100.0,92.0,94.0,95.0,43.9,21.1,57.3,20.6,0.0,0.0,89503,Reno,NV,WASHOE,"",39.547117,-119.901957
855,CARSON TAHOE REGIONAL MEDICAL CENTER,CARSON CITY,NV,89703,33.0,81.0,83.0,69.0,98.0,96.0,27.0,41.4,17.2,62.1,20.7,0.0,0.0,89703,Carson City,NV,CARSON CITY,"",39.164225,-119.800294
856,DESERT SPRINGS HOSPITAL,LAS VEGAS,NV,89119,14.0,94.0,91.0,81.0,85.0,41.0,24.0,31.7,15.9,61.8,26.5,0.0,0.0,89119,Las Vegas,NV,CLARK,"",36.089022,-115.148313
857,NORTHERN NEVADA MEDICAL CENTER,SPARKS,NV,89434,82.0,96.0,97.0,95.0,82.0,21.0,42.0,44.4,27.8,67.0,14.4,0.01,0.0,89434,Sparks,NV,WASHOE,"",39.591728,-119.716747
858,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,89148,100.0,98.0,93.0,99.0,97.0,93.0,76.0,29.6,12.1,61.0,25.7,0.19,0.29,89148,Las Vegas,NV,CLARK,"",36.062903,-115.272463
859,BOULDER CITY HOSPITAL,BOULDER CITY,NV,89005,90.0,100.0,100.0,100.0,100.0,100.0,67.0,42.0,30.0,80.0,22.8,0.0,0.0,89005,Boulder City,NV,CLARK,"",36.020563,-114.82952
860,DINI-TOWNSEND HOSPITAL AT NNMH,SPARKS,NV,89431,86.0,93.0,0.0,0.0,2.0,0.0,0.0,61.0,21.0,70.0,22.0,0.04,0.02,89431,Sparks,NV,WASHOE,"",40.039169,-119.640601
861,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,LAS VEGAS,NV,89146,62.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,81.0,19.0,0.75,0.49,89146,Las Vegas,NV,CLARK,"",36.142369,-115.224185
862,BHC WEST HILLS HOSPITAL,RENO,NV,89512,61.0,78.0,60.0,93.0,57.0,39.0,47.0,40.0,25.0,61.1,22.8,0.07,0.27,89512,Reno,NV,WASHOE,"",39.545363,-119.879069
863,MONTEVISTA HOSPITAL,LAS VEGAS,NV,89103,28.0,100.0,74.0,95.0,68.0,57.0,92.0,61.0,36.0,59.3,26.7,-1.0,-1.0,89103,Las Vegas,NV,CLARK,"",36.33689,-114.891987
864,SPRING MOUNTAIN SAHARA,LAS VEGAS,NV,89146,35.0,75.0,95.0,38.0,76.0,5.0,25.0,41.3,23.9,63.1,25.6,0.04,0.03,89146,Las Vegas,NV,CLARK,"",36.142369,-115.224185
865,SPRING MOUNTAIN TREATMENT CENTER,LAS VEGAS,NV,89117,0.0,39.0,85.0,48.0,79.0,10.0,25.0,29.5,17.9,56.1,27.3,0.34,0.46,89117,Las Vegas,NV,CLARK,"",36.130992,-115.217932
866,SEVEN HILLS BEHAVIORAL INSTITUTE,HENDERSON,NV,89052,44.0,66.0,81.0,61.0,82.0,61.0,37.0,25.8,13.4,60.3,27.1,0.02,0.0,89052,Henderson,NV,CLARK,"",35.987798,-115.116652
867,"DESERT PARKWAY BEHAVIORAL HEALTHCARE HOSPITAL, LLC",LAS VEGAS,NV,89109,0.0,52.0,62.0,99.0,100.0,84.0,29.0,29.4,15.3,54.6,30.0,0.05,0.23,89109,Las Vegas,NV,CLARK,"",35.989223,-115.40521
868,SANA BEHAVIORAL HEALTH-LAS VEGAS,LAS VEGAS,NV,89103,13.0,8.0,98.0,68.0,67.0,61.0,31.0,38.5,34.6,62.6,23.7,0.0,0.0,89103,Las Vegas,NV,CLARK,"",36.33689,-114.891987
869,"RENO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",RENO,NV,89511,15.0,86.0,67.0,77.0,94.0,28.0,31.0,37.7,16.4,60.0,19.7,0.06,0.54,89511,Reno,NV,WASHOE,"",39.360265,-119.8057
870,CONCORD HOSPITAL,CONCORD,NH,3301,43.0,89.0,91.0,99.0,94.0,67.0,96.0,80.0,60.0,76.0,21.4,0.55,0.0,3301,Concord,NH,MERRIMACK,"",43.230314,-71.536101
871,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,3756,78.0,68.0,48.0,87.0,83.0,61.0,28.0,77.8,52.8,88.0,17.5,0.1,0.0,3756,Lebanon,NH,GRAFTON,"",43.967542,-71.840883
872,ELLIOT HOSPITAL,MANCHESTER,NH,3103,58.0,95.0,77.0,80.0,99.0,84.0,73.0,80.0,46.7,80.0,16.1,0.38,0.09,3103,Manchester,NH,HILLSBOROUGH,"",42.942463,-71.463761
873,FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,3867,74.0,81.0,0.0,0.0,65.0,64.0,86.0,53.0,16.0,66.0,15.7,22.69,0.0,3867,Rochester,NH,STRAFFORD,"",43.326831,-70.993148
874,PARKLAND MEDICAL CENTER,DERRY,NH,3038,56.0,97.0,84.0,96.0,98.0,97.0,67.0,78.8,53.8,74.8,21.6,0.2,0.0,3038,Derry,NH,ROCKINGHAM,"",42.950825,-71.197169
875,SOUTHERN NH MEDICAL CENTER,NASHUA,NH,3060,95.0,92.0,87.0,96.0,95.0,82.0,84.0,82.6,65.2,81.1,19.0,0.11,0.0,3060,Nashua,NH,HILLSBOROUGH,"",42.771537,-71.626336
876,PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,3801,94.0,99.0,98.0,96.0,93.0,89.0,78.0,51.3,34.2,77.1,19.5,0.16,0.09,3801,Portsmouth,NH,ROCKINGHAM,"",43.009222,-70.950742
877,COTTAGE HOSPITAL,WOODSVILLE,NH,3785,30.0,100.0,57.0,35.0,80.0,44.0,99.0,59.0,15.0,69.0,17.4,0.05,0.0,3785,Woodsville,NH,GRAFTON,"",43.948644,-72.080708
878,CONCORD HOSPITAL- FRANKLIN,FRANKLIN,NH,3235,27.0,6.0,2.0,59.0,17.0,6.0,0.0,73.7,60.5,87.1,20.0,0.15,0.15,3235,Franklin,NH,MERRIMACK,"",43.374297,-71.680021
879,NEW HAMPSHIRE HOSPITAL,CONCORD,NH,3301,31.0,2.0,0.0,0.0,11.0,0.0,0.0,73.6,45.1,73.8,13.4,0.62,5.33,3301,Concord,NH,MERRIMACK,"",43.230314,-71.536101
880,HAMPSTEAD HOSPITAL,HAMPSTEAD,NH,3841,65.0,76.0,100.0,100.0,58.0,85.0,92.0,83.3,38.9,69.0,20.7,0.26,0.13,3841,Hampstead,NH,ROCKINGHAM,"",42.877438,-71.139098
881,HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,NJ,7601,0.0,80.0,100.0,69.0,43.0,5.0,34.0,63.2,28.9,77.8,20.4,2.32,0.0,7601,Hackensack,NJ,BERGEN,"",40.913482,-74.001623
882,NEWARK BETH ISRAEL MEDICAL CENTER,NEWARK,NJ,7112,50.0,78.0,100.0,100.0,85.0,98.0,79.0,30.0,5.0,75.9,20.6,0.07,0.03,7112,Newark,NJ,ESSEX,"",40.711151,-74.211265
883,ST MARY'S GENERAL HOSPITAL,PASSAIC,NJ,7055,40.0,95.0,98.0,50.0,101.0,28.0,40.0,47.0,29.0,66.0,22.0,1.0,-3.0,7055,Passaic,NJ,PASSAIC,"",40.855103,-74.126916
884,HOLY NAME MEDICAL CENTER,TEANECK,NJ,7666,38.0,99.0,50.0,93.0,83.0,63.0,81.0,81.3,56.3,80.3,25.9,0.0,0.0,7666,Teaneck,NJ,BERGEN,"",40.914616,-73.986334
885,CLARA MAASS MEDICAL CENTER,BELLEVILLE,NJ,7109,55.0,98.0,76.0,100.0,87.0,93.0,94.0,38.6,22.7,78.8,20.4,1.23,0.0,7109,Belleville,NJ,ESSEX,"",40.7821,-74.167488
886,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,PLAINSBORO,NJ,8536,43.0,64.0,84.0,86.0,81.0,64.0,1.0,55.3,42.7,72.6,17.8,0.11,0.0,8536,Plainsboro,NJ,MIDDLESEX,"",40.342197,-74.582062
887,MORRISTOWN MEDICAL CENTER,MORRISTOWN,NJ,7960,62.0,99.0,99.0,98.0,91.0,85.0,97.0,81.8,58.2,84.3,21.8,0.02,0.02,7960,Morristown,NJ,MORRIS,"",40.77165,-74.506256
888,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,BAYONNE,NJ,7002,81.0,98.0,99.0,77.0,100.0,98.0,93.0,42.9,21.4,64.0,25.0,0.18,0.0,7002,Bayonne,NJ,HUDSON,"",40.670858,-74.109486
889,TRINITAS REGIONAL MEDICAL CENTER,ELIZABETH,NJ,7207,77.0,94.0,61.0,100.0,91.0,85.0,65.0,55.6,23.3,81.5,19.3,1.55,1.33,7207,Elizabeth,NJ,UNION,"",40.665651,-74.299692
890,NEWTON MEDICAL CENTER,NEWTON,NJ,7860,48.0,92.0,94.0,57.0,63.0,37.0,46.0,43.8,25.0,68.0,20.3,0.92,0.07,7860,Newton,NJ,SUSSEX,"",41.069522,-74.806938
891,INSPIRA MEDICAL CENTER VINELAND,VINELAND,NJ,8360,46.0,68.0,79.0,53.0,70.0,14.0,18.0,59.3,25.9,69.7,18.8,1.74,0.18,8360,Vineland,NJ,CUMBERLAND,"",39.392671,-75.025676
892,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,NJ,7030,89.0,100.0,75.0,70.0,100.0,64.0,47.0,63.0,25.9,80.2,21.2,0.09,0.12,7030,Hoboken,NJ,HUDSON,"",40.746851,-74.033934
893,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,ENGLEWOOD,NJ,7631,43.0,86.0,20.0,38.0,11.0,12.0,5.0,75.0,58.3,64.0,24.8,0.18,0.0,7631,Englewood,NJ,BERGEN,"",40.889498,-73.971782
894,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,DENVILLE,NJ,7834,100.0,99.0,100.0,100.0,100.0,100.0,100.0,55.6,51.1,75.5,18.8,2.5,1.98,7834,Denville,NJ,MORRIS,"",40.881248,-74.489349
895,OVERLOOK MEDICAL CENTER,SUMMIT,NJ,7902,91.0,94.0,83.0,85.0,84.0,77.0,85.0,72.5,60.0,85.1,14.5,0.2,0.05,7902,Summit,NJ,UNION,"",40.665651,-74.299692
896,HACKENSACKUMC MOUNTAINSIDE,MONTCLAIR,NJ,7042,85.0,82.0,98.0,90.0,92.0,88.0,97.0,47.4,36.8,86.0,23.9,0.98,0.03,7042,Montclair,NJ,ESSEX,"",40.811908,-74.216389
897,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,MOUNT HOLLY,NJ,8060,76.0,94.0,89.0,89.0,95.0,92.0,91.0,40.0,20.0,90.4,21.9,5.96,0.15,8060,Mount Holly,NJ,BURLINGTON,"",40.044956,-74.801869
898,BERGEN NEW BRIDGE MEDICAL CENTER,PARAMUS,NJ,7652,91.0,80.0,97.0,93.0,78.0,75.0,40.0,45.0,18.6,65.2,24.7,1.06,0.09,7652,Paramus,NJ,BERGEN,"",40.944997,-74.068964
899,VIRTUA WILLINGBORO HOSPITAL,WILLINGBORO,NJ,8046,59.0,90.0,77.0,84.0,90.0,65.0,73.0,68.8,50.0,64.0,21.1,1.8,0.0,8046,Willingboro,NJ,BURLINGTON,"",40.013737,-74.805773
900,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NEPTUNE,NJ,7754,90.0,52.0,99.0,82.0,50.0,11.0,23.0,54.0,15.0,79.0,19.0,0.07,0.0,7754,Neptune,NJ,MONMOUTH,"",40.302718,-74.24928
901,JERSEY CITY MEDICAL CENTER,JERSEY CITY,NJ,7302,97.0,89.0,85.0,99.0,88.0,95.0,90.0,51.2,17.1,58.0,17.0,0.0,0.0,7302,Jersey City,NJ,HUDSON,"",40.726001,-74.047304
902,MONMOUTH MEDICAL CENTER,LONG BRANCH,NJ,7740,93.0,82.0,56.0,99.0,40.0,51.0,89.0,47.6,22.2,75.1,22.5,1.31,0.0,7740,Long Branch,NJ,MONMOUTH,"",40.345361,-74.1109
903,EAST ORANGE GENERAL HOSPITAL,EAST ORANGE,NJ,7018,22.0,54.0,77.0,72.0,65.0,19.0,31.0,20.0,8.6,65.4,30.8,0.66,0.0,7018,East Orange,NJ,ESSEX,"",40.7566,-74.216839
904,CAPITAL HEALTH REGIONAL MEDICAL CENTER,TRENTON,NJ,8638,100.0,99.0,100.0,100.0,99.0,99.0,98.0,41.7,16.7,76.0,19.1,0.64,0.75,8638,Trenton,NJ,MERCER,"",40.232908,-74.716954
905,SUMMIT OAKS HOSPITAL,SUMMIT,NJ,7901,73.0,71.0,100.0,95.0,92.0,69.0,77.0,29.2,12.5,77.2,19.2,0.07,0.0,7901,Summit,NJ,UNION,"",40.71275,-74.361594
906,ANCORA PSYCH HOSP,HAMMONTON,NJ,8037,92.0,93.0,95.0,86.0,97.0,18.0,74.0,42.0,31.0,72.0,22.0,0.57,0.0,8037,Hammonton,NJ,ATLANTIC,"",39.563616,-74.711081
907,UNIVERSITY BEHAVIORAL HEALTH CARE,PISCATAWAY,NJ,8854,21.0,80.0,90.0,31.0,98.0,1.0,96.0,69.2,53.8,74.0,20.2,0.09,0.29,8854,Piscataway,NJ,MIDDLESEX,"",40.552925,-74.457746
908,HACKENSACK MERIDIAN HEALTH CARRIER CLINIC,BELLE MEAD,NJ,8502,27.0,12.0,93.0,66.0,96.0,73.0,37.0,57.0,33.0,75.4,19.2,1.6,0.33,8502,Belle Mead,NJ,SOMERSET,"",40.461504,-74.648302
909,TRENTON PSYCHIATRIC HOSP,TRENTON,NJ,8625,72.0,45.0,86.0,50.0,94.0,6.0,27.0,51.0,28.0,72.0,18.0,0.39,0.0,8625,Trenton,NJ,MERCER,"",40.280531,-74.712018
910,GREYSTONE PARK PSYCHIATRIC HOSPITAL,GREYSTONE PARK,NJ,7950,85.0,99.0,94.0,100.0,89.0,4.0,36.0,40.0,29.0,66.0,21.0,0.07,0.06,7950,Morris Plains,NJ,MORRIS,"",40.843399,-74.540341
911,NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,BLACKWOOD,NJ,8012,4.0,6.0,77.0,89.0,0.0,0.0,0.0,38.6,22.2,77.4,17.8,0.35,0.0,8012,Blackwood,NJ,CAMDEN,"",39.790131,-75.036652
912,RAMAPO RIDGE BEHAVIORAL HEALTH HOSPITAL,WYCKOFF,NJ,7481,0.0,95.0,100.0,92.0,92.0,100.0,96.0,85.3,67.6,74.8,25.0,0.0,0.02,7481,Wyckoff,NJ,BERGEN,"",40.998387,-74.165733
913,ESSEX COUNTY HOSPITAL CENTER,CEDAR GROVE,NJ,7009,76.0,61.0,100.0,56.0,79.0,0.0,0.0,50.0,21.0,81.0,22.0,0.0,0.05,7009,Cedar Grove,NJ,ESSEX,"",40.857049,-74.227109
914,HAMPTON BEHAVIORAL HEALTH CENTER,WESTAMPTON,NJ,8060,66.0,90.0,99.0,69.0,79.0,76.0,69.0,56.7,45.5,76.8,15.8,0.08,0.17,8060,Mount Holly,NJ,BURLINGTON,"",40.044956,-74.801869
915,ST BARNABAS BEHAVIORAL HEALTH CENTER,TOMS RIVER,NJ,8755,100.0,100.0,100.0,100.0,99.0,99.0,99.0,47.2,23.6,79.9,22.8,0.0,0.0,8755,Toms River,NJ,OCEAN,"",40.000696,-74.256821
916,ASPEN HILLS HEALTHCARE CENTER,PEMBERTON,NJ,8068,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31.6,21.1,66.2,17.1,0.81,0.0,8068,Pemberton,NJ,BURLINGTON,"",39.966394,-74.709185
917,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H,SECAUCUS,NJ,7094,74.0,100.0,91.0,89.0,81.0,85.0,94.0,45.0,20.0,71.0,22.0,0.04,0.0,7094,Secaucus,NJ,HUDSON,"",40.78885,-74.056035
918,CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION CO,BERKELEY HEIGHTS,NJ,7922,56.0,85.0,92.0,74.0,100.0,37.0,31.0,41.0,30.0,74.0,21.2,0.03,0.0,7922,Berkeley Heights,NJ,UNION,"",40.675451,-74.422196
919,UNM HOSPITAL,ALBUQUERQUE,NM,87106,29.0,95.0,87.0,60.0,65.0,44.0,91.0,58.7,25.4,74.1,20.2,0.49,0.27,87106,Albuquerque,NM,BERNALILLO,"",35.04319,-106.489592
920,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,SANTA FE,NM,87505,41.0,23.0,46.0,82.0,67.0,4.0,25.0,61.5,7.7,79.0,20.2,0.0,0.0,87505,Santa Fe,NM,SANTA FE,"",35.656638,-105.946155
921,GERALD CHAMPION REGIONAL MEDICAL CENTER,ALAMOGORDO,NM,88310,28.0,100.0,98.0,90.0,91.0,33.0,98.0,65.4,23.1,70.0,21.2,0.0,0.0,88310,Alamogordo,NM,OTERO,"",32.870046,-105.948967
922,PRESBYTERIAN HOSPITAL,ALBUQUERQUE,NM,87106,36.0,99.0,93.0,95.0,90.0,96.0,95.0,39.3,28.6,63.7,20.5,0.0,0.46,87106,Albuquerque,NM,BERNALILLO,"",35.04319,-106.489592
923,"BHC MESILLA VALLEY HOSPITAL, LLC",LAS CRUCES,NM,88012,24.0,79.0,89.0,68.0,49.0,27.0,42.0,42.2,15.6,59.3,16.2,0.14,0.87,88012,Las Cruces,NM,DONA ANA,"",32.329638,-106.604677
924,"PEAK BEHAVIORAL HEALTH SERVICES, LLC",SANTA TERESA,NM,88008,1.0,55.0,25.0,62.0,31.0,10.0,0.0,40.0,17.1,62.3,23.3,0.05,0.0,88008,Santa Teresa,NM,DONA ANA,"",31.87054,-106.626892
925,HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,ALBUQUERQUE,NM,87108,52.0,80.0,77.0,68.0,99.0,80.0,91.0,43.1,31.0,78.5,16.3,0.04,0.17,87108,Albuquerque,NM,BERNALILLO,"",35.069946,-106.577329
926,CENTRAL DESERT BEHAVIORAL HEALTH HOSPITAL,ALBUQUERQUE,NM,87102,0.0,90.0,84.0,38.0,85.0,55.0,100.0,50.0,30.8,72.0,16.0,0.0,0.0,87102,Albuquerque,NM,BERNALILLO,"",35.069296,-106.64853
927,ST JOSEPH'S MEDICAL CENTER,YONKERS,NY,10701,16.0,100.0,66.0,92.0,100.0,48.0,98.0,70.8,52.8,79.5,20.5,0.34,0.0,10701,Yonkers,NY,WESTCHESTER,"",40.946107,-73.866926
928,WYOMING COUNTY COMMUNITY HOSPITAL,WARSAW,NY,14569,6.0,89.0,49.0,91.0,83.0,98.0,55.0,62.1,31.0,71.3,16.7,0.0,0.0,14569,Warsaw,NY,WYOMING,"",42.740223,-78.164804
929,BRONX HEALTH SYSTEM,BRONX,NY,10456,59.0,82.0,100.0,97.0,100.0,100.0,76.0,59.3,14.8,87.4,20.2,0.8,0.09,10456,Bronx,NY,BRONX,"",40.830529,-73.908655
930,ALBANY MEDICAL CENTER HOSPITAL,ALBANY,NY,12208,24.0,72.0,96.0,91.0,71.0,27.0,0.0,57.9,52.6,68.2,20.1,0.26,2.6,12208,Albany,NY,ALBANY,"",42.654658,-73.805866
931,JAMAICA HOSPITAL MEDICAL CENTER,JAMAICA,NY,11418,93.0,68.0,97.0,100.0,29.0,19.0,98.0,53.1,31.3,81.1,20.4,0.46,0.0,11418,Richmond Hill,NY,QUEENS,"",40.698566,-73.83127
932,MOUNT SINAI HOSPITAL,NEW YORK,NY,10029,73.0,84.0,74.0,95.0,71.0,39.0,18.0,68.4,39.5,70.0,19.5,0.11,0.99,10029,New York,NY,NEW YORK,"",40.791884,-73.943517
933,NASSAU UNIVERSITY MEDICAL CENTER,EAST MEADOW,NY,11554,85.0,43.0,100.0,94.0,11.0,0.0,17.0,50.0,42.2,83.5,17.2,1.87,0.06,11554,East Meadow,NY,NASSAU,"",40.72135,-73.55877
934,RICHMOND UNIVERSITY MEDICAL CENTER,STATEN ISLAND,NY,10310,73.0,95.0,84.0,100.0,92.0,67.0,97.0,71.0,61.3,75.7,18.1,0.62,0.0,10310,Staten Island,NY,RICHMOND,"",40.632943,-74.118669
935,NEWARK-WAYNE COMMUNITY HOSPITAL,NEWARK,NY,14513,83.0,74.0,100.0,85.0,86.0,71.0,50.0,65.4,42.3,84.4,20.3,0.36,0.0,14513,Newark,NY,WAYNE,"",43.087067,-77.097867
936,NS/LIJ HS HUNTINGTON HOSPITAL,HUNTINGTON,NY,11743,67.0,91.0,92.0,96.0,85.0,97.0,94.0,63.0,48.1,85.9,19.3,0.66,1.29,11743,Huntington,NY,SUFFOLK,"",40.867647,-73.410218
937,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,NEW YORK,NY,10019,64.0,86.0,44.0,100.0,44.0,87.0,26.0,56.1,39.0,72.6,20.2,0.22,0.34,10019,New York,NY,NEW YORK,"",40.765926,-73.985443
938,ST MARY'S HEALTHCARE,AMSTERDAM,NY,12010,23.0,82.0,71.0,59.0,96.0,64.0,25.0,73.5,46.9,91.4,17.6,0.09,0.0,12010,Amsterdam,NY,MONTGOMERY,"",42.906298,-74.229042
939,MONTEFIORE MEDICAL CENTER,BRONX,NY,10467,98.0,81.0,33.0,70.0,81.0,73.0,87.0,61.9,33.3,65.0,19.4,0.03,1.29,10467,Bronx,NY,BRONX,"",40.876328,-73.870404
940,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,SARANAC LAKE,NY,12983,92.0,81.0,86.0,100.0,73.0,100.0,85.0,60.7,28.6,80.7,20.8,0.0,0.0,12983,Saranac Lake,NY,FRANKLIN,"",44.583429,-74.272104
941,LINCOLN MEDICAL & MENTAL HEALTH CENTER,BRONX,NY,10451,86.0,77.0,83.0,79.0,86.0,33.0,21.0,57.1,35.7,80.0,26.7,0.0,0.0,10451,Bronx,NY,BRONX,"",40.819329,-73.920355
942,MONTEFIORE MOUNT VERNON HOSPITAL,MOUNT VERNON,NY,10550,76.0,65.0,79.0,52.0,91.0,51.0,95.0,68.0,32.0,79.0,19.3,0.0,0.0,10550,Mount Vernon,NY,WESTCHESTER,"",40.909838,-73.83389
943,ARNOT OGDEN MEDICAL CENTER,ELMIRA,NY,14905,99.0,68.0,66.0,99.0,98.0,9.0,100.0,71.8,48.7,81.0,17.7,0.0,0.0,14905,Elmira,NY,CHEMUNG,"",42.093574,-76.844329
944,NEW YORK-PRESBYTERIAN HOSPITAL,NEW YORK,NY,10065,100.0,91.0,100.0,68.0,82.0,88.0,78.0,68.1,51.6,83.1,18.0,0.82,0.49,,,,,,,
945,OLEAN GENERAL HOSPITAL,OLEAN,NY,14760,76.0,97.0,92.0,80.0,96.0,23.0,93.0,44.8,20.7,78.5,16.3,0.03,0.32,14760,Olean,NY,CATTARAUGUS,"",42.082142,-78.425973
946,NYACK HOSPITAL,NYACK,NY,10960,33.0,4.0,42.0,68.0,21.0,12.0,31.0,43.5,30.4,81.2,20.3,0.03,0.5,10960,Nyack,NY,ROCKLAND,"",41.080474,-73.930179
947,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NY,11030,65.0,83.0,94.0,70.0,73.0,75.0,72.0,73.9,52.2,80.0,18.1,0.63,0.08,11030,Manhasset,NY,NASSAU,"",40.754757,-73.601772
948,LENOX HILL HOSPITAL,NEW YORK,NY,10021,47.0,91.0,70.0,100.0,86.0,79.0,94.0,70.6,64.7,70.0,22.0,0.0,0.14,10021,New York,NY,NEW YORK,"",40.768823,-73.960257
949,ROCHESTER GENERAL HOSPITAL,ROCHESTER,NY,14621,87.0,81.0,84.0,93.0,90.0,93.0,86.0,66.7,50.0,87.9,21.3,1.02,1.59,14621,Rochester,NY,MONROE,"",43.149013,-77.631124
950,GARNET HEALTH MEDICAL CENTER,MIDDLETOWN,NY,10940,9.0,25.0,55.0,22.0,67.0,0.0,61.0,60.0,41.8,86.4,18.7,0.55,0.81,10940,Middletown,NY,ORANGE,"",41.390109,-74.340401
951,JACOBI MEDICAL CENTER,BRONX,NY,10461,100.0,94.0,18.0,71.0,60.0,59.0,37.0,41.7,35.4,56.3,23.0,0.49,0.34,10461,Bronx,NY,BRONX,"",40.845279,-73.843103
